#  tau(fm)  <T>(GeV)  std(T)(GeV)  <mu_B>(GeV)  std(mu_B)(GeV)  V4 (fm^4)
5.000000e-01  6.945864e-04  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
5.150000e-01  6.896618e-04  9.171170e-10  0.000000e+00  0.000000e+00  0.000000e+00
5.300000e-01  6.849120e-04  5.043556e-10  0.000000e+00  0.000000e+00  0.000000e+00
5.450000e-01  6.802918e-04  1.771769e-06  6.479681e-15  4.590036e-13  0.000000e+00
5.600000e-01  2.657331e-02  6.000449e-03  8.618988e-19  5.100585e-15  0.000000e+00
5.750000e-01  3.040755e-02  6.707461e-03  3.679541e-02  1.319694e-01  0.000000e+00
5.900000e-01  2.944956e-02  6.547123e-03  2.310542e-02  9.061548e-02  0.000000e+00
6.050000e-01  2.865832e-02  6.440308e-03  3.002036e-02  9.553342e-02  0.000000e+00
6.200000e-01  2.778906e-02  6.279814e-03  3.643207e-02  1.006919e-01  0.000000e+00
6.350000e-01  7.953525e-02  1.839368e-02  2.582494e-03  1.660139e-02  0.000000e+00
6.500000e-01  7.656477e-02  2.464300e-02  8.650132e-04  9.867332e-03  0.000000e+00
6.650000e-01  7.571233e-02  2.181143e-02  7.471618e-04  1.007853e-02  0.000000e+00
6.800000e-01  7.599256e-02  2.087231e-02  7.720339e-04  1.099809e-02  0.000000e+00
6.950000e-01  7.567961e-02  2.029453e-02  7.704534e-04  1.112081e-02  0.000000e+00
7.100000e-01  7.492837e-02  1.984765e-02  7.465752e-04  1.077427e-02  0.000000e+00
7.250000e-01  7.389914e-02  1.946500e-02  7.325462e-04  1.058293e-02  0.000000e+00
7.400000e-01  7.256880e-02  1.909424e-02  7.298691e-04  1.051761e-02  0.000000e+00
7.550000e-01  7.091980e-02  1.865261e-02  7.161204e-04  1.040522e-02  0.000000e+00
7.700000e-01  6.897674e-02  1.816459e-02  7.389244e-04  1.052283e-02  0.000000e+00
7.850000e-01  6.692198e-02  1.776572e-02  7.472750e-04  1.054570e-02  0.000000e+00
8.000000e-01  6.500105e-02  1.760052e-02  7.357441e-04  1.032162e-02  0.000000e+00
8.150000e-01  6.307638e-02  1.772464e-02  7.508972e-04  1.050618e-02  0.000000e+00
8.300000e-01  6.041986e-02  1.822496e-02  8.455591e-04  1.144851e-02  0.000000e+00
8.450000e-01  5.725286e-02  1.871193e-02  1.034053e-03  1.225803e-02  0.000000e+00
8.600000e-01  5.378241e-02  1.905730e-02  1.227855e-03  1.322605e-02  0.000000e+00
8.750000e-01  5.013214e-02  1.899183e-02  1.421284e-03  1.416604e-02  0.000000e+00
8.900000e-01  4.601127e-02  1.854288e-02  1.664428e-03  1.526391e-02  0.000000e+00
9.050000e-01  4.319029e-02  1.733613e-02  1.708230e-03  1.545346e-02  0.000000e+00
9.200000e-01  4.026907e-02  1.618746e-02  1.965939e-03  1.651096e-02  0.000000e+00
9.350000e-01  3.889046e-02  1.517137e-02  2.230760e-03  1.728893e-02  0.000000e+00
9.500000e-01  3.720266e-02  1.366454e-02  2.652037e-03  1.869785e-02  0.000000e+00
9.650000e-01  3.602616e-02  1.230821e-02  3.084531e-03  1.991566e-02  0.000000e+00
9.800000e-01  3.537292e-02  1.129198e-02  3.548474e-03  2.153178e-02  0.000000e+00
9.950000e-01  3.506957e-02  1.068989e-02  3.931875e-03  2.285805e-02  0.000000e+00
1.010000e+00  3.426477e-02  1.030935e-02  4.006455e-03  2.304268e-02  0.000000e+00
1.025000e+00  3.381917e-02  1.039750e-02  4.075210e-03  2.334663e-02  0.000000e+00
1.040000e+00  3.329629e-02  1.022517e-02  4.077789e-03  2.341475e-02  0.000000e+00
1.055000e+00  3.278987e-02  9.966953e-03  4.080637e-03  2.313730e-02  0.000000e+00
1.070000e+00  3.224056e-02  9.768103e-03  4.050919e-03  2.277224e-02  0.000000e+00
1.085000e+00  3.163426e-02  9.607493e-03  3.933537e-03  2.203982e-02  0.000000e+00
1.100000e+00  3.090204e-02  9.379377e-03  3.917694e-03  2.198496e-02  0.000000e+00
1.115000e+00  3.039256e-02  9.220300e-03  3.947619e-03  2.145448e-02  0.000000e+00
1.130000e+00  2.995751e-02  9.088923e-03  4.425482e-03  2.332090e-02  0.000000e+00
1.145000e+00  2.942568e-02  8.826725e-03  5.585389e-03  2.907922e-02  0.000000e+00
1.160000e+00  2.887237e-02  8.588551e-03  6.885048e-03  3.555651e-02  0.000000e+00
1.175000e+00  2.845013e-02  8.390799e-03  8.204041e-03  4.107441e-02  0.000000e+00
1.190000e+00  2.796705e-02  8.237510e-03  8.717197e-03  4.318895e-02  0.000000e+00
1.205000e+00  2.781970e-02  8.282179e-03  9.487351e-03  4.689429e-02  0.000000e+00
1.220000e+00  2.774687e-02  8.285108e-03  1.062664e-02  5.013670e-02  0.000000e+00
1.235000e+00  2.770220e-02  8.226126e-03  1.161293e-02  5.239272e-02  0.000000e+00
1.250000e+00  2.766310e-02  8.188915e-03  1.253783e-02  5.397944e-02  0.000000e+00
1.265000e+00  2.760130e-02  8.209519e-03  1.325163e-02  5.461770e-02  0.000000e+00
1.280000e+00  2.791330e-02  8.410409e-03  1.369807e-02  5.454454e-02  0.000000e+00
1.295000e+00  2.790513e-02  8.397685e-03  1.247970e-02  4.957211e-02  0.000000e+00
1.310000e+00  2.795921e-02  8.370753e-03  1.156297e-02  4.614986e-02  0.000000e+00
1.325000e+00  2.771782e-02  8.273214e-03  1.109270e-02  4.520162e-02  0.000000e+00
1.340000e+00  2.790269e-02  8.371827e-03  1.136699e-02  4.568516e-02  0.000000e+00
1.355000e+00  2.826801e-02  8.573126e-03  1.219582e-02  4.658696e-02  0.000000e+00
1.370000e+00  2.854302e-02  8.759527e-03  1.230566e-02  4.636247e-02  0.000000e+00
1.385000e+00  2.876976e-02  8.775657e-03  1.228121e-02  4.564995e-02  0.000000e+00
1.400000e+00  2.916451e-02  8.982264e-03  1.442920e-02  5.387305e-02  0.000000e+00
1.415000e+00  2.945330e-02  9.291344e-03  1.595026e-02  5.652891e-02  0.000000e+00
1.430000e+00  2.923744e-02  9.221595e-03  1.603583e-02  5.646344e-02  0.000000e+00
1.445000e+00  2.903124e-02  9.154473e-03  1.589035e-02  5.587831e-02  0.000000e+00
1.460000e+00  2.884711e-02  9.067968e-03  1.585420e-02  5.522627e-02  0.000000e+00
1.475000e+00  2.856064e-02  9.010688e-03  1.588164e-02  5.456254e-02  0.000000e+00
1.490000e+00  2.836499e-02  8.935628e-03  1.581632e-02  5.385840e-02  0.000000e+00
1.505000e+00  2.787152e-02  8.686285e-03  1.517968e-02  5.294465e-02  0.000000e+00
1.520000e+00  2.759120e-02  8.623288e-03  1.489138e-02  5.265949e-02  0.000000e+00
1.535000e+00  2.747959e-02  8.614403e-03  1.472356e-02  5.201197e-02  0.000000e+00
1.550000e+00  2.739126e-02  8.576195e-03  1.450390e-02  5.113100e-02  0.000000e+00
1.565000e+00  2.728902e-02  8.569727e-03  1.418113e-02  5.008108e-02  0.000000e+00
1.580000e+00  2.713004e-02  8.597717e-03  1.393172e-02  4.921593e-02  0.000000e+00
1.595000e+00  2.700239e-02  8.642651e-03  1.351912e-02  4.794346e-02  0.000000e+00
1.610000e+00  2.688777e-02  8.641341e-03  1.300888e-02  4.655270e-02  0.000000e+00
1.625000e+00  2.691622e-02  8.723543e-03  1.251882e-02  4.517432e-02  0.000000e+00
1.640000e+00  2.682604e-02  8.738898e-03  1.161748e-02  4.295864e-02  0.000000e+00
1.655000e+00  2.668723e-02  8.724009e-03  1.082889e-02  4.140423e-02  0.000000e+00
1.670000e+00  2.671329e-02  8.791551e-03  1.028395e-02  4.036232e-02  0.000000e+00
1.685000e+00  2.670008e-02  8.824592e-03  9.617680e-03  3.932146e-02  0.000000e+00
1.700000e+00  2.678081e-02  8.924219e-03  9.350861e-03  3.850600e-02  0.000000e+00
1.715000e+00  2.630101e-02  8.671194e-03  9.358470e-03  3.816165e-02  0.000000e+00
1.730000e+00  2.616862e-02  8.627275e-03  9.521982e-03  3.816745e-02  0.000000e+00
1.745000e+00  2.592616e-02  8.492590e-03  9.522765e-03  3.792288e-02  0.000000e+00
1.760000e+00  2.576949e-02  8.426083e-03  9.810226e-03  3.787744e-02  0.000000e+00
1.775000e+00  2.558535e-02  8.351467e-03  1.017426e-02  3.907826e-02  0.000000e+00
1.790000e+00  2.548405e-02  8.235298e-03  1.007746e-02  3.864330e-02  0.000000e+00
1.805000e+00  2.535515e-02  8.104137e-03  9.981208e-03  3.822098e-02  0.000000e+00
1.820000e+00  2.520216e-02  7.953770e-03  9.407761e-03  3.683954e-02  0.000000e+00
1.835000e+00  2.499914e-02  7.810287e-03  9.264598e-03  3.650273e-02  0.000000e+00
1.850000e+00  2.476957e-02  7.608483e-03  9.243882e-03  3.599358e-02  0.000000e+00
1.865000e+00  2.461061e-02  7.519425e-03  9.373017e-03  3.597817e-02  0.000000e+00
1.880000e+00  2.443782e-02  7.402012e-03  9.292201e-03  3.557785e-02  0.000000e+00
1.895000e+00  2.429001e-02  7.361032e-03  9.446396e-03  3.597948e-02  0.000000e+00
1.910000e+00  2.416923e-02  7.320041e-03  9.456447e-03  3.566299e-02  0.000000e+00
1.925000e+00  2.423394e-02  7.393330e-03  9.954469e-03  3.580070e-02  0.000000e+00
1.940000e+00  2.421109e-02  7.364230e-03  1.000482e-02  3.542478e-02  0.000000e+00
1.955000e+00  2.416259e-02  7.343831e-03  9.954302e-03  3.483589e-02  0.000000e+00
1.970000e+00  2.406417e-02  7.282251e-03  9.824162e-03  3.412205e-02  0.000000e+00
1.985000e+00  2.400441e-02  7.247372e-03  9.802867e-03  3.362716e-02  0.000000e+00
2.000000e+00  2.394767e-02  7.197662e-03  9.737840e-03  3.319366e-02  0.000000e+00
2.015000e+00  2.385897e-02  7.147289e-03  9.630269e-03  3.269615e-02  0.000000e+00
2.030000e+00  2.377410e-02  7.109921e-03  9.537081e-03  3.230188e-02  0.000000e+00
2.045000e+00  2.374938e-02  7.090257e-03  9.346293e-03  3.173301e-02  0.000000e+00
2.060000e+00  2.372907e-02  7.065531e-03  9.163911e-03  3.127183e-02  0.000000e+00
2.075000e+00  2.371097e-02  7.061403e-03  9.016071e-03  3.079666e-02  0.000000e+00
2.090000e+00  2.370156e-02  7.049641e-03  8.895023e-03  3.055800e-02  0.000000e+00
2.105000e+00  2.370195e-02  7.024768e-03  8.705094e-03  3.009794e-02  0.000000e+00
2.120000e+00  2.373541e-02  7.063255e-03  8.547393e-03  2.964549e-02  0.000000e+00
2.135000e+00  2.379832e-02  7.071590e-03  8.358003e-03  2.928250e-02  0.000000e+00
2.150000e+00  2.384523e-02  7.088574e-03  8.201063e-03  2.895950e-02  0.000000e+00
2.165000e+00  2.392802e-02  7.124435e-03  8.089752e-03  2.873165e-02  0.000000e+00
2.180000e+00  2.400505e-02  7.170557e-03  7.987777e-03  2.854293e-02  0.000000e+00
2.195000e+00  2.410670e-02  7.224308e-03  7.889046e-03  2.835529e-02  0.000000e+00
2.210000e+00  2.423419e-02  7.312505e-03  7.807226e-03  2.819201e-02  0.000000e+00
2.225000e+00  2.435804e-02  7.414874e-03  7.755130e-03  2.807378e-02  0.000000e+00
2.240000e+00  2.446559e-02  7.518108e-03  7.678508e-03  2.788214e-02  0.000000e+00
2.255000e+00  2.456073e-02  7.615997e-03  7.558589e-03  2.747158e-02  0.000000e+00
2.270000e+00  2.461033e-02  7.688159e-03  7.498584e-03  2.739600e-02  0.000000e+00
2.285000e+00  2.470600e-02  7.761794e-03  7.459937e-03  2.734343e-02  0.000000e+00
2.300000e+00  2.479835e-02  7.823508e-03  7.419847e-03  2.731292e-02  0.000000e+00
2.315000e+00  2.488253e-02  7.879734e-03  7.421105e-03  2.742293e-02  0.000000e+00
2.330000e+00  2.496943e-02  7.936914e-03  7.418949e-03  2.750257e-02  0.000000e+00
2.345000e+00  2.504262e-02  7.977646e-03  7.386255e-03  2.752288e-02  0.000000e+00
2.360000e+00  2.508874e-02  8.013405e-03  7.329221e-03  2.758364e-02  0.000000e+00
2.375000e+00  2.514230e-02  8.041665e-03  7.364515e-03  2.777213e-02  0.000000e+00
2.390000e+00  2.521353e-02  8.068805e-03  7.422750e-03  2.814786e-02  0.000000e+00
2.405000e+00  2.520361e-02  8.090899e-03  7.318727e-03  2.821032e-02  0.000000e+00
2.420000e+00  2.520097e-02  8.061638e-03  7.172471e-03  2.760889e-02  0.000000e+00
2.435000e+00  2.526824e-02  8.076690e-03  7.192825e-03  2.778864e-02  0.000000e+00
2.450000e+00  2.534739e-02  8.088949e-03  7.327014e-03  2.826857e-02  0.000000e+00
2.465000e+00  2.532194e-02  8.018484e-03  7.560527e-03  2.893985e-02  0.000000e+00
2.480000e+00  2.527308e-02  7.953153e-03  8.272849e-03  3.082579e-02  0.000000e+00
2.495000e+00  2.530973e-02  7.933320e-03  8.943512e-03  3.437495e-02  0.000000e+00
