#  tau(fm)  epsilon_p(ideal)(cos)  epsilon_p(ideal)(sin)  epsilon_p(shear)(cos)  epsilon_p(shear)(sin)  epsilon_p(full)(cos)  epsilon_p(full)(sin)  epsilon_2p(ideal)(cos)  epsilon_2p(ideal)(sin)  epsilon_2p(shear)(cos)  epsilon_2p(shear)(sin)  epsilon_2p(full)(cos)  epsilon_2p(full)(sin)  epsilon_3p(ideal)(cos)  epsilon_3p(ideal)(sin)  epsilon_3p(shear)(cos)  epsilon_3p(shear)(sin)  epsilon_3p(full)(cos)  epsilon_3p(full)(sin)
2.930000e+00  1.459592e-02  -8.084447e-03  4.674506e-03  -3.803684e-03  5.079411e-03  -4.311599e-03  1.750034e-01  -7.698033e-02  1.753518e-01  -7.753299e-02  1.763027e-01  -7.838584e-02  1.047114e-01  -5.182518e-02  1.021448e-01  -5.123749e-02  1.017687e-01  -5.143503e-02
2.945000e+00  1.471914e-02  -8.021448e-03  4.772592e-03  -3.796489e-03  5.195002e-03  -4.307795e-03  1.752828e-01  -7.628612e-02  1.756463e-01  -7.693322e-02  1.765942e-01  -7.779160e-02  1.051789e-01  -5.092952e-02  1.025708e-01  -5.035080e-02  1.021946e-01  -5.052802e-02
2.960000e+00  1.489819e-02  -7.915684e-03  4.917418e-03  -3.746694e-03  5.357872e-03  -4.259927e-03  1.755179e-01  -7.552271e-02  1.758793e-01  -7.625793e-02  1.767851e-01  -7.713959e-02  1.052608e-01  -4.965140e-02  1.026232e-01  -4.906278e-02  1.022847e-01  -4.922640e-02
2.975000e+00  1.508403e-02  -7.827261e-03  5.049750e-03  -3.718112e-03  5.509696e-03  -4.232679e-03  1.757783e-01  -7.480606e-02  1.761486e-01  -7.561791e-02  1.770381e-01  -7.650083e-02  1.049326e-01  -4.802739e-02  1.022981e-01  -4.737853e-02  1.019754e-01  -4.752040e-02
2.990000e+00  1.520995e-02  -7.777266e-03  5.142768e-03  -3.708069e-03  5.619418e-03  -4.223036e-03  1.758361e-01  -7.435303e-02  1.762322e-01  -7.522082e-02  1.771272e-01  -7.609586e-02  1.049804e-01  -4.647075e-02  1.023133e-01  -4.577297e-02  1.019798e-01  -4.589010e-02
3.005000e+00  1.533440e-02  -7.728832e-03  5.247497e-03  -3.698437e-03  5.742010e-03  -4.214352e-03  1.758008e-01  -7.391977e-02  1.762404e-01  -7.483730e-02  1.771308e-01  -7.570893e-02  1.050739e-01  -4.491210e-02  1.023780e-01  -4.417201e-02  1.020315e-01  -4.426021e-02
3.020000e+00  1.546979e-02  -7.700381e-03  5.360347e-03  -3.699819e-03  5.873953e-03  -4.217986e-03  1.757169e-01  -7.347841e-02  1.762075e-01  -7.444867e-02  1.770903e-01  -7.531357e-02  1.050719e-01  -4.336657e-02  1.023652e-01  -4.258142e-02  1.020110e-01  -4.263882e-02
3.035000e+00  1.558249e-02  -7.778971e-03  5.458286e-03  -3.784569e-03  5.990519e-03  -4.311183e-03  1.757378e-01  -7.324632e-02  1.762830e-01  -7.427498e-02  1.771659e-01  -7.509653e-02  1.046959e-01  -4.149909e-02  1.019402e-01  -4.066055e-02  1.015871e-01  -4.071943e-02
3.050000e+00  1.569471e-02  -7.861543e-03  5.568243e-03  -3.836687e-03  6.120178e-03  -4.369883e-03  1.760137e-01  -7.301290e-02  1.766066e-01  -7.408027e-02  1.774880e-01  -7.488648e-02  1.039976e-01  -3.996918e-02  1.011996e-01  -3.906967e-02  1.008315e-01  -3.910775e-02
3.065000e+00  1.581581e-02  -7.885347e-03  5.679094e-03  -3.846457e-03  6.249697e-03  -4.381122e-03  1.762904e-01  -7.263039e-02  1.769224e-01  -7.375991e-02  1.777996e-01  -7.454854e-02  1.031805e-01  -3.893404e-02  1.003647e-01  -3.795385e-02  9.997655e-02  -3.794865e-02
3.080000e+00  1.593810e-02  -7.884296e-03  5.788310e-03  -3.831269e-03  6.377053e-03  -4.365411e-03  1.762525e-01  -7.248123e-02  1.769277e-01  -7.367857e-02  1.777876e-01  -7.447263e-02  1.028817e-01  -3.768814e-02  1.000099e-01  -3.660660e-02  9.961142e-02  -3.656922e-02
3.095000e+00  1.608114e-02  -7.885726e-03  5.911465e-03  -3.831147e-03  6.520556e-03  -4.367469e-03  1.762980e-01  -7.228330e-02  1.770215e-01  -7.353046e-02  1.778686e-01  -7.433066e-02  1.029269e-01  -3.663605e-02  9.999520e-02  -3.545374e-02  9.958923e-02  -3.538734e-02
3.110000e+00  1.620225e-02  -7.926451e-03  6.006979e-03  -3.856469e-03  6.632090e-03  -4.398193e-03  1.761917e-01  -7.229266e-02  1.769977e-01  -7.360820e-02  1.778436e-01  -7.441308e-02  1.026055e-01  -3.546051e-02  9.963675e-02  -3.419409e-02  9.922796e-02  -3.409068e-02
3.125000e+00  1.630669e-02  -7.968508e-03  6.095311e-03  -3.870619e-03  6.736679e-03  -4.415506e-03  1.758707e-01  -7.229594e-02  1.767447e-01  -7.364714e-02  1.775884e-01  -7.445003e-02  1.023349e-01  -3.411447e-02  9.935466e-02  -3.279751e-02  9.894837e-02  -3.266960e-02
3.140000e+00  1.646931e-02  -7.978987e-03  6.235424e-03  -3.850181e-03  6.899029e-03  -4.392692e-03  1.757468e-01  -7.218421e-02  1.766890e-01  -7.358602e-02  1.775157e-01  -7.439382e-02  1.020586e-01  -3.328803e-02  9.906042e-02  -3.192530e-02  9.863821e-02  -3.176733e-02
3.155000e+00  1.662649e-02  -7.997318e-03  6.353552e-03  -3.842875e-03  7.035701e-03  -4.384873e-03  1.756347e-01  -7.206819e-02  1.766395e-01  -7.351933e-02  1.774547e-01  -7.432964e-02  1.018452e-01  -3.263395e-02  9.882802e-02  -3.121463e-02  9.839386e-02  -3.102863e-02
3.170000e+00  1.674810e-02  -8.054567e-03  6.446605e-03  -3.854554e-03  7.145128e-03  -4.397976e-03  1.754284e-01  -7.207248e-02  1.764806e-01  -7.354946e-02  1.772971e-01  -7.435478e-02  1.014115e-01  -3.194679e-02  9.839417e-02  -3.044932e-02  9.795947e-02  -3.024250e-02
3.185000e+00  1.686138e-02  -8.129306e-03  6.536963e-03  -3.872170e-03  7.251609e-03  -4.417378e-03  1.751556e-01  -7.217599e-02  1.762511e-01  -7.367273e-02  1.770703e-01  -7.447138e-02  1.008139e-01  -3.153916e-02  9.778689e-02  -2.996569e-02  9.735326e-02  -2.973702e-02
3.200000e+00  1.697947e-02  -8.207262e-03  6.632953e-03  -3.885160e-03  7.364648e-03  -4.430930e-03  1.749033e-01  -7.231368e-02  1.760496e-01  -7.382428e-02  1.768722e-01  -7.461498e-02  1.000957e-01  -3.136446e-02  9.704257e-02  -2.972330e-02  9.660495e-02  -2.947939e-02
3.215000e+00  1.710466e-02  -8.284761e-03  6.732093e-03  -3.894789e-03  7.481084e-03  -4.440635e-03  1.746744e-01  -7.245062e-02  1.758772e-01  -7.397330e-02  1.767007e-01  -7.475688e-02  9.955031e-02  -3.117545e-02  9.648477e-02  -2.947260e-02  9.604512e-02  -2.921559e-02
3.230000e+00  1.722040e-02  -8.366690e-03  6.821567e-03  -3.903981e-03  7.586085e-03  -4.449737e-03  1.743885e-01  -7.261351e-02  1.756334e-01  -7.414698e-02  1.764567e-01  -7.492661e-02  9.904803e-02  -3.122704e-02  9.599281e-02  -2.947091e-02  9.555525e-02  -2.919797e-02
3.245000e+00  1.733836e-02  -8.455874e-03  6.912350e-03  -3.914955e-03  7.692772e-03  -4.460744e-03  1.740927e-01  -7.278866e-02  1.753834e-01  -7.432806e-02  1.762069e-01  -7.510255e-02  9.853484e-02  -3.148612e-02  9.548043e-02  -2.968582e-02  9.504521e-02  -2.940068e-02
3.260000e+00  1.746191e-02  -8.558115e-03  7.005194e-03  -3.931150e-03  7.801899e-03  -4.477654e-03  1.738502e-01  -7.307997e-02  1.752004e-01  -7.462502e-02  1.760240e-01  -7.539317e-02  9.796946e-02  -3.172516e-02  9.490403e-02  -2.987653e-02  9.447154e-02  -2.957998e-02
3.275000e+00  1.758709e-02  -8.667080e-03  7.097889e-03  -3.948204e-03  7.910782e-03  -4.495368e-03  1.736186e-01  -7.341737e-02  1.750305e-01  -7.496614e-02  1.758544e-01  -7.572794e-02  9.740938e-02  -3.208760e-02  9.432815e-02  -3.019239e-02  9.389883e-02  -2.988500e-02
3.290000e+00  1.771353e-02  -8.782168e-03  7.189958e-03  -3.966626e-03  8.018889e-03  -4.514562e-03  1.734004e-01  -7.379654e-02  1.748755e-01  -7.534671e-02  1.756997e-01  -7.610225e-02  9.686126e-02  -3.256104e-02  9.376146e-02  -3.062261e-02  9.333595e-02  -3.030488e-02
3.305000e+00  1.784193e-02  -8.903114e-03  7.281693e-03  -3.986668e-03  8.126693e-03  -4.535323e-03  1.731961e-01  -7.421210e-02  1.747359e-01  -7.576139e-02  1.755611e-01  -7.650966e-02  9.634469e-02  -3.313544e-02  9.322150e-02  -3.115654e-02  9.279992e-02  -3.083007e-02
3.320000e+00  1.795925e-02  -9.022960e-03  7.366934e-03  -4.004486e-03  8.226363e-03  -4.553036e-03  1.731583e-01  -7.464734e-02  1.747505e-01  -7.617101e-02  1.755819e-01  -7.691006e-02  9.555200e-02  -3.386778e-02  9.241799e-02  -3.187494e-02  9.199288e-02  -3.154311e-02
3.335000e+00  1.808588e-02  -9.149262e-03  7.458691e-03  -4.023015e-03  8.333841e-03  -4.571643e-03  1.731754e-01  -7.515205e-02  1.748183e-01  -7.665152e-02  1.756543e-01  -7.738344e-02  9.472942e-02  -3.461507e-02  9.158690e-02  -3.260937e-02  9.116053e-02  -3.227020e-02
3.350000e+00  1.822649e-02  -9.286171e-03  7.551997e-03  -4.047631e-03  8.443416e-03  -4.597600e-03  1.730712e-01  -7.567749e-02  1.747769e-01  -7.717031e-02  1.756142e-01  -7.789578e-02  9.424027e-02  -3.536431e-02  9.107082e-02  -3.332734e-02  9.065017e-02  -3.297978e-02
3.365000e+00  1.836922e-02  -9.427560e-03  7.644977e-03  -4.074501e-03  8.552589e-03  -4.626120e-03  1.729752e-01  -7.622404e-02  1.747449e-01  -7.770744e-02  1.755844e-01  -7.842597e-02  9.380352e-02  -3.615247e-02  9.060696e-02  -3.408827e-02  9.019237e-02  -3.373318e-02
3.380000e+00  1.845506e-02  -9.554381e-03  7.690234e-03  -4.088132e-03  8.610550e-03  -4.640510e-03  1.728173e-01  -7.677104e-02  1.746503e-01  -7.821935e-02  1.755143e-01  -7.893679e-02  9.358063e-02  -3.703171e-02  9.034359e-02  -3.497357e-02  8.990674e-02  -3.459803e-02
3.395000e+00  1.855080e-02  -9.691360e-03  7.759602e-03  -4.110873e-03  8.694923e-03  -4.664871e-03  1.726069e-01  -7.735269e-02  1.745002e-01  -7.876819e-02  1.753717e-01  -7.947830e-02  9.353261e-02  -3.792938e-02  9.025288e-02  -3.587390e-02  8.981470e-02  -3.548939e-02
3.410000e+00  1.867570e-02  -9.869273e-03  7.841418e-03  -4.167020e-03  8.792149e-03  -4.725451e-03  1.725605e-01  -7.809483e-02  1.745113e-01  -7.949777e-02  1.753883e-01  -8.019257e-02  9.328200e-02  -3.842513e-02  8.996055e-02  -3.634214e-02  8.952943e-02  -3.595826e-02
3.425000e+00  1.880112e-02  -1.005003e-02  7.928864e-03  -4.215861e-03  8.895827e-03  -4.777806e-03  1.724838e-01  -7.887487e-02  1.744897e-01  -8.026601e-02  1.753730e-01  -8.094878e-02  9.313363e-02  -3.885586e-02  8.977664e-02  -3.675430e-02  8.935352e-02  -3.636714e-02
3.440000e+00  1.895759e-02  -1.021073e-02  8.035423e-03  -4.250853e-03  9.020958e-03  -4.815788e-03  1.723597e-01  -7.950117e-02  1.744155e-01  -8.086938e-02  1.753016e-01  -8.154638e-02  9.290896e-02  -3.976627e-02  8.950603e-02  -3.765380e-02  8.909411e-02  -3.725328e-02
3.455000e+00  1.911581e-02  -1.037499e-02  8.138666e-03  -4.290136e-03  9.141779e-03  -4.857865e-03  1.722204e-01  -8.012406e-02  1.743219e-01  -8.146701e-02  1.752102e-01  -8.213461e-02  9.268369e-02  -4.069560e-02  8.923785e-02  -3.856807e-02  8.883744e-02  -3.815688e-02
3.470000e+00  1.927473e-02  -1.054129e-02  8.241316e-03  -4.331527e-03  9.261758e-03  -4.903160e-03  1.721145e-01  -8.083082e-02  1.742528e-01  -8.215225e-02  1.751413e-01  -8.281280e-02  9.250460e-02  -4.137347e-02  8.903261e-02  -3.922755e-02  8.864674e-02  -3.880592e-02
3.485000e+00  1.943456e-02  -1.070736e-02  8.343781e-03  -4.373262e-03  9.381619e-03  -4.949281e-03  1.719995e-01  -8.153343e-02  1.741704e-01  -8.283239e-02  1.750595e-01  -8.348736e-02  9.231465e-02  -4.199428e-02  8.881856e-02  -3.982799e-02  8.844752e-02  -3.939331e-02
3.500000e+00  1.959086e-02  -1.087546e-02  8.442536e-03  -4.417459e-03  9.497060e-03  -4.998209e-03  1.718590e-01  -8.220310e-02  1.740591e-01  -8.347480e-02  1.749488e-01  -8.412354e-02  9.208357e-02  -4.248713e-02  8.856384e-02  -4.029431e-02  8.820757e-02  -3.984459e-02
3.515000e+00  1.974763e-02  -1.103588e-02  8.542255e-03  -4.455412e-03  9.613564e-03  -5.040230e-03  1.717291e-01  -8.287652e-02  1.739490e-01  -8.411606e-02  1.748390e-01  -8.476105e-02  9.181127e-02  -4.303919e-02  8.826984e-02  -4.080529e-02  8.792531e-02  -4.034273e-02
3.530000e+00  1.991105e-02  -1.119475e-02  8.646809e-03  -4.498577e-03  9.735871e-03  -5.088726e-03  1.716153e-01  -8.353489e-02  1.738530e-01  -8.474264e-02  1.747442e-01  -8.538474e-02  9.153720e-02  -4.364296e-02  8.797159e-02  -4.137141e-02  8.763777e-02  -4.089814e-02
3.545000e+00  2.007717e-02  -1.136328e-02  8.749803e-03  -4.547660e-03  9.856384e-03  -5.143617e-03  1.714726e-01  -8.414102e-02  1.737317e-01  -8.531560e-02  1.746247e-01  -8.595099e-02  9.122693e-02  -4.416202e-02  8.764402e-02  -4.186015e-02  8.732303e-02  -4.137318e-02
3.560000e+00  2.024510e-02  -1.153293e-02  8.852128e-03  -4.597284e-03  9.976120e-03  -5.199197e-03  1.713176e-01  -8.471286e-02  1.735958e-01  -8.585189e-02  1.744909e-01  -8.648040e-02  9.088165e-02  -4.465964e-02  8.728155e-02  -4.232426e-02  8.697274e-02  -4.182379e-02
3.575000e+00  2.041434e-02  -1.170279e-02  8.953714e-03  -4.648710e-03  1.009498e-02  -5.256928e-03  1.711566e-01  -8.524504e-02  1.734516e-01  -8.634755e-02  1.743490e-01  -8.696897e-02  9.051039e-02  -4.512333e-02  8.689602e-02  -4.275155e-02  8.659837e-02  -4.223813e-02
3.590000e+00  2.058562e-02  -1.187241e-02  9.055545e-03  -4.701814e-03  1.021408e-02  -5.316728e-03  1.709877e-01  -8.574082e-02  1.732966e-01  -8.680493e-02  1.741963e-01  -8.741928e-02  9.012239e-02  -4.557105e-02  8.649379e-02  -4.316178e-02  8.620632e-02  -4.263593e-02
3.605000e+00  2.073501e-02  -1.202054e-02  9.139456e-03  -4.740178e-03  1.031244e-02  -5.359730e-03  1.707985e-01  -8.617764e-02  1.731182e-01  -8.718858e-02  1.740235e-01  -8.779872e-02  8.969699e-02  -4.595275e-02  8.606327e-02  -4.348437e-02  8.578692e-02  -4.295095e-02
3.620000e+00  2.088843e-02  -1.217138e-02  9.233269e-03  -4.789176e-03  1.042263e-02  -5.415464e-03  1.705848e-01  -8.656334e-02  1.729148e-01  -8.752219e-02  1.738258e-01  -8.812814e-02  8.922560e-02  -4.627488e-02  8.558881e-02  -4.375077e-02  8.532252e-02  -4.321041e-02
3.635000e+00  2.106717e-02  -1.234010e-02  9.340276e-03  -4.848893e-03  1.054796e-02  -5.483344e-03  1.703847e-01  -8.691529e-02  1.727228e-01  -8.783266e-02  1.736365e-01  -8.843115e-02  8.875883e-02  -4.664275e-02  8.510880e-02  -4.407781e-02  8.484958e-02  -4.352729e-02
3.650000e+00  2.124915e-02  -1.250793e-02  9.446415e-03  -4.907645e-03  1.067220e-02  -5.550100e-03  1.701809e-01  -8.721580e-02  1.725240e-01  -8.809008e-02  1.734404e-01  -8.868079e-02  8.828936e-02  -4.698381e-02  8.462685e-02  -4.437819e-02  8.437372e-02  -4.381812e-02
3.665000e+00  2.143273e-02  -1.267529e-02  9.553097e-03  -4.968002e-03  1.079704e-02  -5.618842e-03  1.699716e-01  -8.747031e-02  1.723182e-01  -8.830018e-02  1.732371e-01  -8.888315e-02  8.781926e-02  -4.730041e-02  8.414458e-02  -4.465312e-02  8.389673e-02  -4.408434e-02
3.680000e+00  2.161799e-02  -1.284197e-02  9.660606e-03  -5.029618e-03  1.092285e-02  -5.689131e-03  1.697581e-01  -8.767910e-02  1.721069e-01  -8.846410e-02  1.730286e-01  -8.903939e-02  8.734230e-02  -4.759880e-02  8.365800e-02  -4.491021e-02  8.341460e-02  -4.433392e-02
3.695000e+00  2.180383e-02  -1.300734e-02  9.768315e-03  -5.092010e-03  1.104886e-02  -5.760385e-03  1.695390e-01  -8.784481e-02  1.718896e-01  -8.858447e-02  1.728138e-01  -8.915212e-02  8.686562e-02  -4.788037e-02  8.317220e-02  -4.515005e-02  8.293241e-02  -4.456711e-02
3.710000e+00  2.198969e-02  -1.317138e-02  9.875767e-03  -5.155185e-03  1.117452e-02  -5.832604e-03  1.693111e-01  -8.796880e-02  1.716625e-01  -8.866299e-02  1.725891e-01  -8.922303e-02  8.638872e-02  -4.815089e-02  8.268669e-02  -4.538208e-02  8.244966e-02  -4.479359e-02
3.725000e+00  2.217601e-02  -1.333415e-02  9.983164e-03  -5.219241e-03  1.130009e-02  -5.905920e-03  1.690765e-01  -8.805316e-02  1.714273e-01  -8.870166e-02  1.723564e-01  -8.925423e-02  8.591034e-02  -4.840898e-02  8.219983e-02  -4.560510e-02  8.196492e-02  -4.501219e-02
3.740000e+00  2.236214e-02  -1.349527e-02  1.008986e-02  -5.284021e-03  1.142476e-02  -5.980087e-03  1.688351e-01  -8.810014e-02  1.711840e-01  -8.870301e-02  1.721152e-01  -8.924797e-02  8.543263e-02  -4.865501e-02  8.171367e-02  -4.581880e-02  8.148006e-02  -4.522234e-02
3.755000e+00  2.254854e-02  -1.365494e-02  1.019635e-02  -5.349822e-03  1.154912e-02  -6.055447e-03  1.685922e-01  -8.811668e-02  1.709384e-01  -8.867377e-02  1.718714e-01  -8.921088e-02  8.496014e-02  -4.888541e-02  8.123217e-02  -4.601852e-02  8.099894e-02  -4.541931e-02
3.770000e+00  2.274056e-02  -1.380981e-02  1.030778e-02  -5.413599e-03  1.167926e-02  -6.128686e-03  1.683207e-01  -8.812645e-02  1.706634e-01  -8.864303e-02  1.715992e-01  -8.917282e-02  8.452921e-02  -4.903097e-02  8.079280e-02  -4.612664e-02  8.055650e-02  -4.552587e-02
3.785000e+00  2.293439e-02  -1.396143e-02  1.041851e-02  -5.478640e-03  1.180744e-02  -6.204461e-03  1.680374e-01  -8.811248e-02  1.703747e-01  -8.859068e-02  1.713103e-01  -8.911648e-02  8.411888e-02  -4.914954e-02  8.037420e-02  -4.621072e-02  8.013692e-02  -4.560627e-02
3.800000e+00  2.312617e-02  -1.411522e-02  1.052804e-02  -5.546854e-03  1.193493e-02  -6.283026e-03  1.678045e-01  -8.804837e-02  1.701373e-01  -8.848317e-02  1.710734e-01  -8.900187e-02  8.363158e-02  -4.937415e-02  7.987585e-02  -4.641537e-02  7.963731e-02  -4.580996e-02
3.815000e+00  2.331737e-02  -1.427011e-02  1.063821e-02  -5.617469e-03  1.206366e-02  -6.364016e-03  1.675762e-01  -8.797172e-02  1.699046e-01  -8.836312e-02  1.708423e-01  -8.887346e-02  8.313536e-02  -4.959001e-02  7.936738e-02  -4.661440e-02  7.912570e-02  -4.601061e-02
3.830000e+00  2.350814e-02  -1.442422e-02  1.074914e-02  -5.689344e-03  1.219337e-02  -6.446470e-03  1.673508e-01  -8.788130e-02  1.696748e-01  -8.823003e-02  1.706142e-01  -8.873207e-02  8.263168e-02  -4.979973e-02  7.885023e-02  -4.681043e-02  7.860457e-02  -4.620933e-02
3.845000e+00  2.369947e-02  -1.457706e-02  1.086144e-02  -5.762171e-03  1.232469e-02  -6.530102e-03  1.671300e-01  -8.777856e-02  1.694497e-01  -8.808549e-02  1.703906e-01  -8.857953e-02  8.211843e-02  -5.000691e-02  7.832237e-02  -4.700678e-02  7.807221e-02  -4.640919e-02
3.860000e+00  2.389164e-02  -1.472924e-02  1.097520e-02  -5.836333e-03  1.245771e-02  -6.615386e-03  1.669151e-01  -8.766700e-02  1.692303e-01  -8.793306e-02  1.701728e-01  -8.841951e-02  8.159381e-02  -5.021423e-02  7.778208e-02  -4.720592e-02  7.752690e-02  -4.661246e-02
3.875000e+00  2.408470e-02  -1.488081e-02  1.109035e-02  -5.911666e-03  1.259234e-02  -6.702138e-03  1.667060e-01  -8.754906e-02  1.690166e-01  -8.777522e-02  1.699605e-01  -8.825456e-02  8.105695e-02  -5.042151e-02  7.722829e-02  -4.740741e-02  7.696766e-02  -4.681859e-02
3.890000e+00  2.427869e-02  -1.503196e-02  1.120715e-02  -5.988275e-03  1.272891e-02  -6.790491e-03  1.665030e-01  -8.742748e-02  1.688087e-01  -8.761474e-02  1.697540e-01  -8.808754e-02  8.050841e-02  -5.062975e-02  7.666154e-02  -4.761210e-02  7.639515e-02  -4.702847e-02
3.905000e+00  2.447322e-02  -1.518236e-02  1.132541e-02  -6.065850e-03  1.286717e-02  -6.880023e-03  1.663046e-01  -8.730440e-02  1.686052e-01  -8.745383e-02  1.695517e-01  -8.792037e-02  7.994730e-02  -5.083893e-02  7.608099e-02  -4.781951e-02  7.580842e-02  -4.724139e-02
3.920000e+00  2.466784e-02  -1.533178e-02  1.144474e-02  -6.144127e-03  1.300664e-02  -6.970441e-03  1.661094e-01  -8.718076e-02  1.684049e-01  -8.729346e-02  1.693525e-01  -8.775412e-02  7.937328e-02  -5.104927e-02  7.548655e-02  -4.802980e-02  7.520745e-02  -4.745745e-02
3.935000e+00  2.486296e-02  -1.548040e-02  1.156567e-02  -6.223258e-03  1.314794e-02  -7.061909e-03  1.659179e-01  -8.705865e-02  1.682081e-01  -8.713569e-02  1.691566e-01  -8.759073e-02  7.878698e-02  -5.126231e-02  7.487866e-02  -4.824450e-02  7.459269e-02  -4.767803e-02
3.950000e+00  2.505730e-02  -1.562769e-02  1.168741e-02  -6.302873e-03  1.329013e-02  -7.153991e-03  1.657275e-01  -8.693824e-02  1.680128e-01  -8.698091e-02  1.689619e-01  -8.743065e-02  7.818914e-02  -5.147690e-02  7.425767e-02  -4.846189e-02  7.396463e-02  -4.790119e-02
3.965000e+00  2.525101e-02  -1.577336e-02  1.180989e-02  -6.382617e-03  1.343311e-02  -7.246268e-03  1.655383e-01  -8.682107e-02  1.678186e-01  -8.683051e-02  1.687680e-01  -8.727527e-02  7.758044e-02  -5.169064e-02  7.362551e-02  -4.867985e-02  7.332532e-02  -4.812495e-02
3.980000e+00  2.544455e-02  -1.591825e-02  1.193326e-02  -6.462931e-03  1.357708e-02  -7.339236e-03  1.653512e-01  -8.670986e-02  1.676264e-01  -8.668739e-02  1.685760e-01  -8.712745e-02  7.696175e-02  -5.190616e-02  7.298274e-02  -4.889965e-02  7.267527e-02  -4.835052e-02
3.995000e+00  2.563812e-02  -1.606215e-02  1.205759e-02  -6.543550e-03  1.372214e-02  -7.432554e-03  1.651666e-01  -8.660442e-02  1.674363e-01  -8.655111e-02  1.683861e-01  -8.698659e-02  7.633598e-02  -5.212385e-02  7.233255e-02  -4.912241e-02  7.201772e-02  -4.857913e-02
4.010000e+00  2.583205e-02  -1.620502e-02  1.218318e-02  -6.624458e-03  1.386866e-02  -7.526190e-03  1.649842e-01  -8.650525e-02  1.672485e-01  -8.642215e-02  1.681984e-01  -8.685314e-02  7.570532e-02  -5.234339e-02  7.167710e-02  -4.934796e-02  7.135484e-02  -4.881061e-02
4.025000e+00  2.602662e-02  -1.634736e-02  1.231017e-02  -6.706153e-03  1.401679e-02  -7.620730e-03  1.648046e-01  -8.641361e-02  1.670632e-01  -8.630162e-02  1.680133e-01  -8.672821e-02  7.507136e-02  -5.256438e-02  7.101780e-02  -4.957570e-02  7.068809e-02  -4.904441e-02
4.040000e+00  2.622209e-02  -1.648941e-02  1.243879e-02  -6.788924e-03  1.416681e-02  -7.716506e-03  1.646281e-01  -8.633006e-02  1.668807e-01  -8.619013e-02  1.678310e-01  -8.661235e-02  7.443671e-02  -5.278686e-02  7.035708e-02  -4.980552e-02  7.001993e-02  -4.928032e-02
4.055000e+00  2.641836e-02  -1.663105e-02  1.256907e-02  -6.872685e-03  1.431875e-02  -7.813423e-03  1.644542e-01  -8.625454e-02  1.667009e-01  -8.608765e-02  1.676514e-01  -8.650561e-02  7.380319e-02  -5.301133e-02  6.969685e-02  -5.003783e-02  6.935228e-02  -4.951873e-02
4.070000e+00  2.661479e-02  -1.677167e-02  1.270043e-02  -6.956829e-03  1.447192e-02  -7.910743e-03  1.642820e-01  -8.618584e-02  1.665228e-01  -8.599297e-02  1.674734e-01  -8.640665e-02  7.317264e-02  -5.323702e-02  6.903898e-02  -5.027174e-02  6.868711e-02  -4.975870e-02
4.085000e+00  2.681227e-02  -1.691156e-02  1.283348e-02  -7.041539e-03  1.462705e-02  -8.008672e-03  1.641128e-01  -8.612429e-02  1.663477e-01  -8.590639e-02  1.672984e-01  -8.631573e-02  7.254744e-02  -5.346506e-02  6.838584e-02  -5.050812e-02  6.802677e-02  -5.000109e-02
4.100000e+00  2.701030e-02  -1.705059e-02  1.296759e-02  -7.126754e-03  1.478335e-02  -8.107134e-03  1.639454e-01  -8.606938e-02  1.661742e-01  -8.582737e-02  1.671251e-01  -8.623233e-02  7.193011e-02  -5.369559e-02  6.773985e-02  -5.074700e-02  6.737379e-02  -5.024584e-02
4.115000e+00  2.720948e-02  -1.718905e-02  1.310295e-02  -7.212726e-03  1.494106e-02  -8.206448e-03  1.637808e-01  -8.602089e-02  1.660033e-01  -8.575561e-02  1.669544e-01  -8.615623e-02  7.132126e-02  -5.393001e-02  6.710159e-02  -5.098974e-02  6.672873e-02  -5.049434e-02
4.130000e+00  2.740928e-02  -1.732723e-02  1.323891e-02  -7.299604e-03  1.509939e-02  -8.306778e-03  1.636180e-01  -8.597860e-02  1.658340e-01  -8.569068e-02  1.667852e-01  -8.608696e-02  7.072110e-02  -5.416849e-02  6.647106e-02  -5.123664e-02  6.609157e-02  -5.074684e-02
4.145000e+00  2.760973e-02  -1.746460e-02  1.337528e-02  -7.386852e-03  1.525811e-02  -8.407485e-03  1.634573e-01  -8.594166e-02  1.656664e-01  -8.563167e-02  1.666179e-01  -8.602357e-02  7.012887e-02  -5.440798e-02  6.584792e-02  -5.148473e-02  6.546201e-02  -5.100044e-02
4.160000e+00  2.778653e-02  -1.755765e-02  1.349167e-02  -7.437745e-03  1.539426e-02  -8.467183e-03  1.632846e-01  -8.588657e-02  1.654977e-01  -8.554326e-02  1.664535e-01  -8.593596e-02  6.954972e-02  -5.457479e-02  6.526214e-02  -5.165542e-02  6.487224e-02  -5.118391e-02
4.175000e+00  2.796455e-02  -1.765621e-02  1.361917e-02  -7.507972e-03  1.554270e-02  -8.549001e-03  1.630800e-01  -8.582266e-02  1.652979e-01  -8.544822e-02  1.662532e-01  -8.583790e-02  6.895097e-02  -5.466730e-02  6.465729e-02  -5.175379e-02  6.425980e-02  -5.128877e-02
4.190000e+00  2.816498e-02  -1.779184e-02  1.375817e-02  -7.601860e-03  1.570391e-02  -8.657252e-03  1.629181e-01  -8.580659e-02  1.651291e-01  -8.541197e-02  1.660823e-01  -8.579557e-02  6.838215e-02  -5.489815e-02  6.405768e-02  -5.199369e-02  6.365247e-02  -5.153071e-02
