#  tau(fm)  epsilon_p(ideal)(cos)  epsilon_p(ideal)(sin)  epsilon_p(shear)(cos)  epsilon_p(shear)(sin)  epsilon_p(full)(cos)  epsilon_p(full)(sin)  epsilon_2p(ideal)(cos)  epsilon_2p(ideal)(sin)  epsilon_2p(shear)(cos)  epsilon_2p(shear)(sin)  epsilon_2p(full)(cos)  epsilon_2p(full)(sin)  epsilon_3p(ideal)(cos)  epsilon_3p(ideal)(sin)  epsilon_3p(shear)(cos)  epsilon_3p(shear)(sin)  epsilon_3p(full)(cos)  epsilon_3p(full)(sin)
1.655000e+00  1.871638e-03  -4.947650e-03  -6.254003e-04  -8.619945e-04  -8.293290e-04  -8.235626e-04  1.565284e-02  -7.495774e-02  1.246681e-02  -7.328059e-02  1.181211e-02  -7.348040e-02  4.055105e-02  3.215605e-02  3.865547e-02  3.244782e-02  3.867770e-02  3.316972e-02
1.670000e+00  1.843135e-03  -5.053494e-03  -5.344102e-04  -9.044458e-04  -7.270343e-04  -8.657095e-04  1.484285e-02  -7.481830e-02  1.164904e-02  -7.309967e-02  1.097621e-02  -7.325745e-02  4.299637e-02  3.265862e-02  4.104478e-02  3.301756e-02  4.108007e-02  3.374043e-02
1.685000e+00  1.763543e-03  -5.179390e-03  -4.864305e-04  -9.603413e-04  -6.724754e-04  -9.229503e-04  1.372330e-02  -7.478603e-02  1.052545e-02  -7.303832e-02  9.834317e-03  -7.315622e-02  4.582456e-02  3.301273e-02  4.378570e-02  3.347151e-02  4.383289e-02  3.419613e-02
1.700000e+00  1.671358e-03  -5.290440e-03  -4.422131e-04  -1.004947e-03  -6.222293e-04  -9.685623e-04  1.216266e-02  -7.447509e-02  8.947443e-03  -7.269597e-02  8.235366e-03  -7.278436e-02  4.800081e-02  3.306127e-02  4.587436e-02  3.356623e-02  4.593623e-02  3.427268e-02
1.715000e+00  1.619156e-03  -5.398613e-03  -3.624730e-04  -1.056105e-03  -5.320494e-04  -1.022237e-03  1.104681e-02  -7.407609e-02  7.799157e-03  -7.226609e-02  7.067127e-03  -7.233358e-02  5.060617e-02  3.352594e-02  4.842991e-02  3.409938e-02  4.851215e-02  3.477582e-02
1.730000e+00  1.611967e-03  -5.519948e-03  -2.546260e-04  -1.124231e-03  -4.101627e-04  -1.095023e-03  1.094629e-02  -7.351271e-02  7.664891e-03  -7.165435e-02  6.922099e-03  -7.170139e-02  5.365698e-02  3.429081e-02  5.143834e-02  3.500671e-02  5.153233e-02  3.564831e-02
1.745000e+00  1.617072e-03  -5.636680e-03  -1.518605e-04  -1.180108e-03  -2.948740e-04  -1.152653e-03  1.107244e-02  -7.291602e-02  7.806777e-03  -7.098361e-02  7.054454e-03  -7.100046e-02  5.633441e-02  3.465614e-02  5.407262e-02  3.541637e-02  5.417715e-02  3.602480e-02
1.760000e+00  1.581725e-03  -5.704462e-03  -9.631780e-05  -1.197796e-03  -2.331213e-04  -1.168818e-03  1.076752e-02  -7.213312e-02  7.561075e-03  -7.020836e-02  6.791606e-03  -7.020203e-02  5.915622e-02  3.488386e-02  5.689689e-02  3.566303e-02  5.702085e-02  3.626091e-02
1.775000e+00  1.531611e-03  -5.750600e-03  -4.920999e-05  -1.221567e-03  -1.808846e-04  -1.193688e-03  1.035222e-02  -7.103229e-02  7.195331e-03  -6.910647e-02  6.397908e-03  -6.908189e-02  6.219371e-02  3.570331e-02  5.996723e-02  3.648612e-02  6.010810e-02  3.707319e-02
1.790000e+00  1.490407e-03  -5.840728e-03  5.399350e-06  -1.276592e-03  -1.205505e-04  -1.252637e-03  9.976164e-03  -7.078629e-02  6.854075e-03  -6.881988e-02  6.028428e-03  -6.877103e-02  6.564570e-02  3.707965e-02  6.342414e-02  3.785660e-02  6.356582e-02  3.840844e-02
1.805000e+00  1.453778e-03  -5.943797e-03  6.508772e-05  -1.330646e-03  -5.074880e-05  -1.310092e-03  9.728849e-03  -7.049385e-02  6.654533e-03  -6.848466e-02  5.832525e-03  -6.840439e-02  6.863419e-02  3.846340e-02  6.640330e-02  3.923651e-02  6.657198e-02  3.975526e-02
1.820000e+00  1.402251e-03  -6.037830e-03  1.049051e-04  -1.381433e-03  -8.656278e-07  -1.364476e-03  9.669286e-03  -6.990271e-02  6.650947e-03  -6.786859e-02  5.859839e-03  -6.776008e-02  7.080651e-02  3.935352e-02  6.855171e-02  4.003673e-02  6.873634e-02  4.054572e-02
1.835000e+00  1.331819e-03  -6.136955e-03  1.218283e-04  -1.446590e-03  2.221565e-05  -1.435866e-03  9.199116e-03  -6.970056e-02  6.195692e-03  -6.764453e-02  5.426729e-03  -6.751772e-02  7.388026e-02  3.972320e-02  7.162411e-02  4.034949e-02  7.179659e-02  4.084906e-02
1.850000e+00  1.290345e-03  -6.258259e-03  1.541286e-04  -1.524150e-03  6.054851e-05  -1.520262e-03  8.843905e-03  -6.973875e-02  5.856198e-03  -6.762188e-02  5.089283e-03  -6.747389e-02  7.642434e-02  4.044208e-02  7.422325e-02  4.109877e-02  7.437672e-02  4.158039e-02
1.865000e+00  1.263124e-03  -6.384551e-03  1.790125e-04  -1.600645e-03  9.002602e-05  -1.603951e-03  8.688935e-03  -7.001596e-02  5.710991e-03  -6.780319e-02  4.949555e-03  -6.764419e-02  7.826357e-02  3.978281e-02  7.613157e-02  4.040698e-02  7.625697e-02  4.088213e-02
1.880000e+00  1.234139e-03  -6.469756e-03  1.998009e-04  -1.635690e-03  1.149125e-04  -1.640272e-03  8.342545e-03  -6.983807e-02  5.390796e-03  -6.751774e-02  4.636092e-03  -6.734357e-02  7.989050e-02  3.837034e-02  7.773753e-02  3.899256e-02  7.785515e-02  3.945419e-02
1.895000e+00  1.226435e-03  -6.561699e-03  2.337905e-04  -1.684124e-03  1.548625e-04  -1.692219e-03  8.257053e-03  -6.972250e-02  5.366432e-03  -6.733092e-02  4.616796e-03  -6.714067e-02  8.072313e-02  3.767661e-02  7.856786e-02  3.836927e-02  7.867952e-02  3.881957e-02
1.910000e+00  1.227733e-03  -6.674778e-03  2.603430e-04  -1.740848e-03  1.870423e-04  -1.753539e-03  8.322901e-03  -7.020768e-02  5.483800e-03  -6.778652e-02  4.748859e-03  -6.758639e-02  8.175664e-02  3.666260e-02  7.966042e-02  3.738262e-02  7.975383e-02  3.782510e-02
1.925000e+00  1.231298e-03  -6.784840e-03  2.810916e-04  -1.798691e-03  2.124307e-04  -1.817200e-03  8.544090e-03  -7.104184e-02  5.751371e-03  -6.862222e-02  5.027457e-03  -6.842027e-02  8.221862e-02  3.591665e-02  8.019633e-02  3.670887e-02  8.026686e-02  3.715318e-02
1.940000e+00  1.236296e-03  -6.883589e-03  2.846626e-04  -1.839851e-03  2.186001e-04  -1.864434e-03  8.812808e-03  -7.221691e-02  6.084368e-03  -6.980260e-02  5.372470e-03  -6.962003e-02  8.260818e-02  3.484656e-02  8.068439e-02  3.564005e-02  8.073045e-02  3.607786e-02
1.955000e+00  1.260967e-03  -6.996789e-03  3.020458e-04  -1.895935e-03  2.391486e-04  -1.926724e-03  9.067922e-03  -7.320482e-02  6.402670e-03  -7.075388e-02  5.696807e-03  -7.057453e-02  8.281422e-02  3.295476e-02  8.099391e-02  3.371757e-02  8.103374e-02  3.415053e-02
1.970000e+00  1.265424e-03  -7.141443e-03  2.821848e-04  -1.961813e-03  2.178394e-04  -1.999882e-03  9.062442e-03  -7.436782e-02  6.430323e-03  -7.181780e-02  5.731161e-03  -7.164856e-02  8.275700e-02  3.121584e-02  8.099253e-02  3.199470e-02  8.103127e-02  3.243865e-02
1.985000e+00  1.224221e-03  -7.244071e-03  2.323083e-04  -1.985872e-03  1.653946e-04  -2.027864e-03  8.995918e-03  -7.540549e-02  6.339483e-03  -7.279215e-02  5.657061e-03  -7.265826e-02  8.327728e-02  2.980670e-02  8.165371e-02  3.059372e-02  8.169311e-02  3.104216e-02
2.000000e+00  1.234095e-03  -7.332330e-03  2.234744e-04  -2.000976e-03  1.575911e-04  -2.043979e-03  9.706779e-03  -7.636511e-02  7.036550e-03  -7.370598e-02  6.367239e-03  -7.359097e-02  8.375021e-02  2.883351e-02  8.226050e-02  2.963201e-02  8.230992e-02  3.009106e-02
2.015000e+00  1.282021e-03  -7.476832e-03  2.344104e-04  -2.061737e-03  1.700417e-04  -2.109655e-03  1.045354e-02  -7.790189e-02  7.807583e-03  -7.524040e-02  7.142907e-03  -7.513350e-02  8.400759e-02  2.824662e-02  8.252492e-02  2.907351e-02  8.258254e-02  2.954126e-02
2.030000e+00  1.346353e-03  -7.646956e-03  2.533448e-04  -2.143187e-03  1.922917e-04  -2.197259e-03  1.166299e-02  -7.964944e-02  9.039206e-03  -7.700276e-02  8.395867e-03  -7.689881e-02  8.399095e-02  2.713060e-02  8.245937e-02  2.801655e-02  8.249947e-02  2.850196e-02
2.045000e+00  1.420004e-03  -7.766878e-03  2.661597e-04  -2.175080e-03  2.076055e-04  -2.231285e-03  1.299753e-02  -8.107662e-02  1.040934e-02  -7.839762e-02  9.799721e-03  -7.832026e-02  8.314665e-02  2.550480e-02  8.153830e-02  2.642416e-02  8.154526e-02  2.695033e-02
2.060000e+00  1.477769e-03  -7.875708e-03  2.478942e-04  -2.210578e-03  1.876428e-04  -2.271308e-03  1.393516e-02  -8.237924e-02  1.137390e-02  -7.966068e-02  1.080421e-02  -7.962414e-02  8.213161e-02  2.399925e-02  8.043199e-02  2.499257e-02  8.043300e-02  2.555563e-02
2.075000e+00  1.550989e-03  -8.002370e-03  2.379656e-04  -2.254732e-03  1.757505e-04  -2.320284e-03  1.479586e-02  -8.364186e-02  1.225706e-02  -8.091226e-02  1.171307e-02  -8.091298e-02  8.116835e-02  2.278061e-02  7.936957e-02  2.383465e-02  7.936843e-02  2.442149e-02
2.090000e+00  1.681549e-03  -8.136653e-03  2.655805e-04  -2.306994e-03  2.039399e-04  -2.378240e-03  1.636515e-02  -8.515940e-02  1.385857e-02  -8.245078e-02  1.332628e-02  -8.248576e-02  7.984065e-02  2.107507e-02  7.790896e-02  2.218923e-02  7.789046e-02  2.280989e-02
2.105000e+00  1.844306e-03  -8.265901e-03  3.021466e-04  -2.351051e-03  2.412291e-04  -2.426443e-03  1.856283e-02  -8.650689e-02  1.608395e-02  -8.380855e-02  1.556411e-02  -8.386826e-02  7.758615e-02  1.904031e-02  7.557365e-02  2.020292e-02  7.554435e-02  2.085941e-02
2.120000e+00  1.964331e-03  -8.416418e-03  2.897074e-04  -2.417834e-03  2.249695e-04  -2.499801e-03  2.036976e-02  -8.813334e-02  1.792954e-02  -8.548672e-02  1.744401e-02  -8.557275e-02  7.458605e-02  1.636971e-02  7.251671e-02  1.754670e-02  7.247096e-02  1.824111e-02
2.135000e+00  2.063700e-03  -8.579641e-03  2.683313e-04  -2.491212e-03  1.989301e-04  -2.581004e-03  2.188927e-02  -9.032082e-02  1.948526e-02  -8.773657e-02  1.903828e-02  -8.786077e-02  7.244847e-02  1.339285e-02  7.027117e-02  1.458355e-02  7.017576e-02  1.532401e-02
2.150000e+00  2.214002e-03  -8.711606e-03  2.850431e-04  -2.538870e-03  2.134136e-04  -2.634616e-03  2.396451e-02  -9.212546e-02  2.157190e-02  -8.957575e-02  2.114266e-02  -8.974613e-02  7.090639e-02  1.060835e-02  6.860404e-02  1.180126e-02  6.845458e-02  1.256113e-02
2.165000e+00  2.401274e-03  -8.817031e-03  3.240280e-04  -2.574372e-03  2.512989e-04  -2.675963e-03  2.642020e-02  -9.374826e-02  2.408237e-02  -9.125912e-02  2.365837e-02  -9.148007e-02  6.900195e-02  7.493179e-03  6.663243e-02  8.734914e-03  6.643638e-02  9.497302e-03
2.180000e+00  2.585051e-03  -8.938861e-03  3.485399e-04  -2.632189e-03  2.742485e-04  -2.742207e-03  2.846808e-02  -9.538381e-02  2.616989e-02  -9.296182e-02  2.575969e-02  -9.323611e-02  6.727377e-02  4.043258e-03  6.480379e-02  5.397154e-03  6.460762e-02  6.125958e-03
2.195000e+00  2.762729e-03  -9.070664e-03  3.658607e-04  -2.683434e-03  2.903543e-04  -2.797639e-03  3.084652e-02  -9.711235e-02  2.858418e-02  -9.474929e-02  2.821178e-02  -9.505975e-02  6.499906e-02  6.429818e-04  6.244898e-02  2.077899e-03  6.225344e-02  2.768817e-03
2.210000e+00  2.974225e-03  -9.192416e-03  4.103854e-04  -2.736528e-03  3.363349e-04  -2.857547e-03  3.387900e-02  -9.876624e-02  3.166595e-02  -9.645960e-02  3.133164e-02  -9.681158e-02  6.309862e-02  -2.485401e-03  6.043646e-02  -9.644579e-04  6.020520e-02  -2.814707e-04
2.225000e+00  3.212867e-03  -9.317235e-03  4.633672e-04  -2.800644e-03  3.886448e-04  -2.930931e-03  3.680847e-02  -1.001407e-01  3.468018e-02  -9.789672e-02  3.435469e-02  -9.828976e-02  6.180476e-02  -5.386475e-03  5.903482e-02  -3.819847e-03  5.877536e-02  -3.165457e-03
2.240000e+00  3.435403e-03  -9.427692e-03  4.930742e-04  -2.852689e-03  4.157256e-04  -2.991067e-03  3.978255e-02  -1.013966e-01  3.775554e-02  -9.920265e-02  3.745510e-02  -9.963434e-02  6.134900e-02  -8.157020e-03  5.847066e-02  -6.548046e-03  5.816836e-02  -5.917485e-03
2.255000e+00  3.634305e-03  -9.490158e-03  5.048878e-04  -2.866858e-03  4.253916e-04  -3.009974e-03  4.274873e-02  -1.026300e-01  4.076334e-02  -1.004861e-01  4.050883e-02  -1.009641e-01  6.156991e-02  -1.178750e-02  5.854305e-02  -1.023339e-02  5.819729e-02  -9.628803e-03
2.270000e+00  3.859106e-03  -9.560806e-03  5.429426e-04  -2.913985e-03  4.645766e-04  -3.066797e-03  4.612930e-02  -1.038538e-01  4.417692e-02  -1.017839e-01  4.396762e-02  -1.023133e-01  6.165887e-02  -1.545664e-02  5.856472e-02  -1.394405e-02  5.819543e-02  -1.336553e-02
2.285000e+00  4.130221e-03  -9.660265e-03  6.109917e-04  -2.974397e-03  5.371586e-04  -3.138441e-03  4.985797e-02  -1.052306e-01  4.797960e-02  -1.032409e-01  4.781871e-02  -1.038238e-01  6.125756e-02  -1.884720e-02  5.815185e-02  -1.734638e-02  5.776031e-02  -1.677758e-02
2.300000e+00  4.416444e-03  -9.708099e-03  6.812532e-04  -2.992376e-03  6.119287e-04  -3.163454e-03  5.364867e-02  -1.064283e-01  5.186351e-02  -1.044994e-01  5.175277e-02  -1.051414e-01  6.092871e-02  -2.215941e-02  5.778621e-02  -2.071707e-02  5.735299e-02  -2.016515e-02
2.315000e+00  4.645601e-03  -9.762091e-03  7.055507e-04  -3.035439e-03  6.363385e-04  -3.212487e-03  5.696396e-02  -1.073885e-01  5.526101e-02  -1.055024e-01  5.520322e-02  -1.061616e-01  6.121585e-02  -2.558119e-02  5.812586e-02  -2.429854e-02  5.768131e-02  -2.378272e-02
2.330000e+00  4.902782e-03  -9.857057e-03  7.666936e-04  -3.098447e-03  6.997596e-04  -3.282472e-03  6.064245e-02  -1.084842e-01  5.900056e-02  -1.066277e-01  5.897128e-02  -1.072906e-01  6.179576e-02  -2.891116e-02  5.883236e-02  -2.780189e-02  5.838524e-02  -2.729986e-02
2.345000e+00  5.179917e-03  -9.926324e-03  8.261504e-04  -3.146044e-03  7.632687e-04  -3.339059e-03  6.488021e-02  -1.095683e-01  6.329368e-02  -1.077454e-01  6.331404e-02  -1.084377e-01  6.291394e-02  -3.188143e-02  6.001807e-02  -3.084490e-02  5.953024e-02  -3.035894e-02
2.360000e+00  5.442739e-03  -9.969492e-03  8.883387e-04  -3.185386e-03  8.309956e-04  -3.389266e-03  6.883503e-02  -1.102661e-01  6.734103e-02  -1.084862e-01  6.741577e-02  -1.092203e-01  6.420287e-02  -3.488906e-02  6.137575e-02  -3.393574e-02  6.083204e-02  -3.348597e-02
2.375000e+00  5.733049e-03  -1.001717e-02  9.649863e-04  -3.239083e-03  9.124971e-04  -3.455974e-03  7.286693e-02  -1.106957e-01  7.149083e-02  -1.089730e-01  7.160188e-02  -1.097452e-01  6.552382e-02  -3.766958e-02  6.275903e-02  -3.675144e-02  6.217821e-02  -3.633897e-02
2.390000e+00  5.996986e-03  -1.004688e-02  1.023478e-03  -3.272080e-03  9.741139e-04  -3.496363e-03  7.651266e-02  -1.106517e-01  7.520662e-02  -1.089789e-01  7.535260e-02  -1.097692e-01  6.600104e-02  -3.957777e-02  6.329176e-02  -3.863938e-02  6.268387e-02  -3.828690e-02
2.405000e+00  6.213384e-03  -1.002860e-02  1.048799e-03  -3.284024e-03  9.973098e-04  -3.514834e-03  8.017758e-02  -1.104046e-01  7.895849e-02  -1.087826e-01  7.914309e-02  -1.096121e-01  6.682131e-02  -4.101064e-02  6.413952e-02  -4.015785e-02  6.350164e-02  -3.986378e-02
2.420000e+00  6.418761e-03  -1.001262e-02  1.084108e-03  -3.315696e-03  1.035949e-03  -3.559226e-03  8.444642e-02  -1.102080e-01  8.336484e-02  -1.086968e-01  8.360626e-02  -1.095741e-01  6.859846e-02  -4.248394e-02  6.588711e-02  -4.181245e-02  6.522503e-02  -4.157734e-02
2.435000e+00  6.648039e-03  -1.001318e-02  1.141114e-03  -3.364687e-03  1.101015e-03  -3.622425e-03  8.898481e-02  -1.099495e-01  8.797747e-02  -1.085013e-01  8.828551e-02  -1.094058e-01  7.070586e-02  -4.435972e-02  6.805849e-02  -4.379955e-02  6.736236e-02  -4.361827e-02
2.450000e+00  6.902717e-03  -1.003006e-02  1.212539e-03  -3.422801e-03  1.179939e-03  -3.693893e-03  9.334192e-02  -1.095250e-01  9.238926e-02  -1.080739e-01  9.274905e-02  -1.089869e-01  7.223866e-02  -4.615432e-02  6.972981e-02  -4.565397e-02  6.900970e-02  -4.551962e-02
2.465000e+00  7.174973e-03  -1.001168e-02  1.299361e-03  -3.445949e-03  1.275106e-03  -3.725748e-03  9.799701e-02  -1.090025e-01  9.714983e-02  -1.075515e-01  9.756244e-02  -1.084851e-01  7.303688e-02  -4.785316e-02  7.067198e-02  -4.739916e-02  6.993426e-02  -4.733045e-02
2.480000e+00  7.442767e-03  -9.958823e-03  1.389387e-03  -3.461692e-03  1.373483e-03  -3.750990e-03  1.023412e-01  -1.085673e-01  1.016413e-01  -1.071350e-01  1.021052e-01  -1.080952e-01  7.424998e-02  -4.979387e-02  7.204736e-02  -4.942536e-02  7.130807e-02  -4.941859e-02
2.495000e+00  7.738684e-03  -9.924835e-03  1.503098e-03  -3.497497e-03  1.499096e-03  -3.797182e-03  1.066545e-01  -1.076355e-01  1.060649e-01  -1.062395e-01  1.065761e-01  -1.071879e-01  7.557086e-02  -5.177076e-02  7.347124e-02  -5.148801e-02  7.272115e-02  -5.151144e-02
2.510000e+00  8.041651e-03  -9.906617e-03  1.614241e-03  -3.541863e-03  1.623700e-03  -3.851982e-03  1.111090e-01  -1.065300e-01  1.105314e-01  -1.051439e-01  1.110982e-01  -1.060734e-01  7.724076e-02  -5.356059e-02  7.522169e-02  -5.323441e-02  7.443535e-02  -5.329119e-02
2.525000e+00  8.346420e-03  -9.879926e-03  1.725570e-03  -3.574890e-03  1.747467e-03  -3.895531e-03  1.153229e-01  -1.053043e-01  1.147584e-01  -1.039188e-01  1.153722e-01  -1.048423e-01  7.867768e-02  -5.473965e-02  7.671961e-02  -5.435811e-02  7.590337e-02  -5.444617e-02
2.540000e+00  8.694732e-03  -9.853333e-03  1.869846e-03  -3.609034e-03  1.906525e-03  -3.940901e-03  1.197894e-01  -1.039674e-01  1.193001e-01  -1.026063e-01  1.199454e-01  -1.035200e-01  7.991993e-02  -5.584030e-02  7.803103e-02  -5.544851e-02  7.720596e-02  -5.555104e-02
2.555000e+00  9.028881e-03  -9.840775e-03  2.000851e-03  -3.658975e-03  2.051033e-03  -4.003788e-03  1.241289e-01  -1.027778e-01  1.237121e-01  -1.014674e-01  1.243967e-01  -1.023706e-01  8.152980e-02  -5.703164e-02  7.974393e-02  -5.663772e-02  7.891708e-02  -5.675821e-02
2.570000e+00  9.319636e-03  -9.713962e-03  2.099620e-03  -3.604684e-03  2.160399e-03  -3.958421e-03  1.280557e-01  -1.013525e-01  1.277577e-01  -1.000880e-01  1.284811e-01  -1.010419e-01  8.295548e-02  -5.819327e-02  8.117819e-02  -5.772774e-02  8.038239e-02  -5.781887e-02
2.585000e+00  9.595984e-03  -9.541068e-03  2.201193e-03  -3.558208e-03  2.273906e-03  -3.921953e-03  1.319932e-01  -9.984130e-02  1.318451e-01  -9.865144e-02  1.326049e-01  -9.965312e-02  8.425300e-02  -5.864001e-02  8.248051e-02  -5.804867e-02  8.169688e-02  -5.812148e-02
2.600000e+00  9.869726e-03  -9.434252e-03  2.311422e-03  -3.563653e-03  2.396071e-03  -3.937253e-03  1.359022e-01  -9.839815e-02  1.358778e-01  -9.725543e-02  1.366604e-01  -9.825773e-02  8.544297e-02  -5.935981e-02  8.375645e-02  -5.866455e-02  8.296095e-02  -5.875638e-02
2.615000e+00  1.016532e-02  -9.374854e-03  2.435699e-03  -3.597879e-03  2.530493e-03  -3.982055e-03  1.394954e-01  -9.692324e-02  1.395281e-01  -9.582700e-02  1.403075e-01  -9.682147e-02  8.693033e-02  -6.042451e-02  8.535304e-02  -5.969469e-02  8.454511e-02  -5.984478e-02
2.630000e+00  1.044664e-02  -9.313131e-03  2.539763e-03  -3.614025e-03  2.644342e-03  -4.005616e-03  1.428661e-01  -9.580893e-02  1.429425e-01  -9.482129e-02  1.437439e-01  -9.581690e-02  8.861276e-02  -6.111687e-02  8.707479e-02  -6.047964e-02  8.626029e-02  -6.068483e-02
2.645000e+00  1.073909e-02  -9.195335e-03  2.680701e-03  -3.594824e-03  2.804431e-03  -3.988761e-03  1.459270e-01  -9.435010e-02  1.460006e-01  -9.351720e-02  1.468333e-01  -9.449698e-02  8.902907e-02  -6.254084e-02  8.758368e-02  -6.210729e-02  8.677632e-02  -6.233832e-02
2.660000e+00  1.102836e-02  -9.127871e-03  2.801038e-03  -3.636522e-03  2.939559e-03  -4.042009e-03  1.493207e-01  -9.258375e-02  1.493687e-01  -9.186782e-02  1.502381e-01  -9.281605e-02  8.906175e-02  -6.362829e-02  8.772174e-02  -6.327438e-02  8.691775e-02  -6.352876e-02
2.675000e+00  1.131278e-02  -9.087673e-03  2.926178e-03  -3.679920e-03  3.076800e-03  -4.098523e-03  1.524262e-01  -9.134696e-02  1.524913e-01  -9.068216e-02  1.533538e-01  -9.162376e-02  9.031070e-02  -6.394389e-02  8.897246e-02  -6.356974e-02  8.819640e-02  -6.382768e-02
2.690000e+00  1.155307e-02  -8.993659e-03  3.015237e-03  -3.673555e-03  3.178270e-03  -4.100613e-03  1.548969e-01  -9.037920e-02  1.550025e-01  -8.977174e-02  1.558874e-01  -9.073685e-02  9.174908e-02  -6.403138e-02  9.038822e-02  -6.366985e-02  8.961629e-02  -6.393004e-02
2.705000e+00  1.177935e-02  -8.916820e-03  3.113665e-03  -3.686089e-03  3.289984e-03  -4.120538e-03  1.573468e-01  -8.939181e-02  1.574895e-01  -8.885941e-02  1.583946e-01  -8.981682e-02  9.246761e-02  -6.405173e-02  9.103835e-02  -6.368972e-02  9.028392e-02  -6.394953e-02
2.720000e+00  1.200214e-02  -8.873076e-03  3.210642e-03  -3.710792e-03  3.399387e-03  -4.153206e-03  1.597926e-01  -8.859167e-02  1.599457e-01  -8.810444e-02  1.608677e-01  -8.905189e-02  9.321506e-02  -6.445237e-02  9.169103e-02  -6.400818e-02  9.098723e-02  -6.426813e-02
2.735000e+00  1.225025e-02  -8.816958e-03  3.347114e-03  -3.729184e-03  3.555805e-03  -4.178991e-03  1.620506e-01  -8.775521e-02  1.622272e-01  -8.731268e-02  1.631673e-01  -8.825347e-02  9.433860e-02  -6.476727e-02  9.272286e-02  -6.424450e-02  9.205490e-02  -6.450871e-02
2.750000e+00  1.253160e-02  -8.744152e-03  3.493210e-03  -3.728958e-03  3.721399e-03  -4.183363e-03  1.641400e-01  -8.670668e-02  1.643634e-01  -8.634332e-02  1.653136e-01  -8.727788e-02  9.530387e-02  -6.465760e-02  9.362167e-02  -6.409295e-02  9.296425e-02  -6.437385e-02
2.765000e+00  1.271580e-02  -8.749760e-03  3.565560e-03  -3.800299e-03  3.802682e-03  -4.262972e-03  1.657857e-01  -8.566915e-02  1.660564e-01  -8.540919e-02  1.670156e-01  -8.628684e-02  9.585223e-02  -6.399870e-02  9.407769e-02  -6.338341e-02  9.339833e-02  -6.366429e-02
2.780000e+00  1.290452e-02  -8.735494e-03  3.667837e-03  -3.830071e-03  3.917837e-03  -4.296788e-03  1.673279e-01  -8.455291e-02  1.676351e-01  -8.437200e-02  1.685910e-01  -8.521980e-02  9.673633e-02  -6.262901e-02  9.489552e-02  -6.196954e-02  9.423226e-02  -6.225287e-02
2.795000e+00  1.314386e-02  -8.656759e-03  3.803694e-03  -3.820240e-03  4.072002e-03  -4.290209e-03  1.690311e-01  -8.339597e-02  1.693609e-01  -8.329400e-02  1.703123e-01  -8.414696e-02  9.781669e-02  -6.120799e-02  9.593908e-02  -6.054853e-02  9.531569e-02  -6.083923e-02
2.810000e+00  1.337882e-02  -8.613423e-03  3.926273e-03  -3.848131e-03  4.209836e-03  -4.327966e-03  1.704874e-01  -8.253691e-02  1.708404e-01  -8.250868e-02  1.717806e-01  -8.335903e-02  9.916738e-02  -6.013208e-02  9.718199e-02  -5.942632e-02  9.656938e-02  -5.970815e-02
2.825000e+00  1.358072e-02  -8.584980e-03  4.025316e-03  -3.879396e-03  4.323303e-03  -4.369283e-03  1.715665e-01  -8.162364e-02  1.719249e-01  -8.172292e-02  1.728759e-01  -8.256713e-02  1.004120e-01  -5.906411e-02  9.823573e-02  -5.834715e-02  9.764746e-02  -5.862445e-02
2.840000e+00  1.375015e-02  -8.550688e-03  4.117658e-03  -3.902869e-03  4.431666e-03  -4.400305e-03  1.720383e-01  -8.093834e-02  1.723791e-01  -8.111509e-02  1.733443e-01  -8.195163e-02  1.013649e-01  -5.827249e-02  9.911598e-02  -5.760349e-02  9.854674e-02  -5.787012e-02
2.855000e+00  1.393990e-02  -8.462127e-03  4.233343e-03  -3.878035e-03  4.562792e-03  -4.380087e-03  1.724378e-01  -8.030975e-02  1.727620e-01  -8.050019e-02  1.737067e-01  -8.135529e-02  1.021374e-01  -5.780566e-02  9.987673e-02  -5.718347e-02  9.934826e-02  -5.743815e-02
2.870000e+00  1.414961e-02  -8.357343e-03  4.356124e-03  -3.848635e-03  4.703449e-03  -4.352978e-03  1.732711e-01  -7.949276e-02  1.735887e-01  -7.971090e-02  1.745265e-01  -8.056940e-02  1.025478e-01  -5.694638e-02  1.002332e-01  -5.644229e-02  9.974528e-02  -5.671052e-02
2.885000e+00  1.433646e-02  -8.301185e-03  4.477513e-03  -3.858264e-03  4.844185e-03  -4.367095e-03  1.741037e-01  -7.911573e-02  1.744336e-01  -7.942540e-02  1.753820e-01  -8.027794e-02  1.034458e-01  -5.522839e-02  1.010825e-01  -5.471728e-02  1.006216e-01  -5.497066e-02
2.900000e+00  1.443287e-02  -8.275697e-03  4.537624e-03  -3.878666e-03  4.917025e-03  -4.389027e-03  1.745059e-01  -7.864836e-02  1.748264e-01  -7.908511e-02  1.757893e-01  -7.991678e-02  1.043011e-01  -5.390962e-02  1.018743e-01  -5.340052e-02  1.014913e-01  -5.363529e-02
2.915000e+00  1.449930e-02  -8.189172e-03  4.591491e-03  -3.836387e-03  4.981384e-03  -4.343225e-03  1.746893e-01  -7.776614e-02  1.750054e-01  -7.825664e-02  1.759591e-01  -7.909158e-02  1.044185e-01  -5.280597e-02  1.019098e-01  -5.227816e-02  1.015443e-01  -5.250266e-02
