#  tau(fm)  <T>(GeV)  std(T)(GeV)  <mu_B>(GeV)  std(mu_B)(GeV)  V4 (fm^4)
5.000000e-01  6.945864e-04  1.098742e-09  0.000000e+00  0.000000e+00  0.000000e+00
5.150000e-01  6.896395e-04  1.357898e-06  0.000000e+00  0.000000e+00  0.000000e+00
5.300000e-01  3.081659e-03  2.088004e-03  0.000000e+00  0.000000e+00  0.000000e+00
5.450000e-01  1.079938e-01  1.671545e-02  5.999961e-01  1.187045e-03  1.058793e-01
5.600000e-01  1.318864e-01  2.957889e-02  5.999976e-01  9.404761e-04  2.349937e-01
5.750000e-01  1.398478e-01  3.275700e-02  5.999967e-01  1.188342e-03  2.546931e-01
5.900000e-01  1.414963e-01  3.292813e-02  5.614073e-01  1.445690e-01  2.934313e-01
6.050000e-01  1.424163e-01  3.180405e-02  4.992436e-01  2.216679e-01  3.949200e-01
6.200000e-01  1.431126e-01  3.080135e-02  4.587466e-01  2.519865e-01  4.577093e-01
6.350000e-01  1.534046e-01  2.729402e-02  2.815357e-01  2.871410e-01  7.401835e-01
6.500000e-01  1.705387e-01  2.926495e-02  1.752001e-01  2.561446e-01  8.788951e-01
6.650000e-01  1.765149e-01  3.006238e-02  1.474889e-01  2.408327e-01  9.043450e-01
6.800000e-01  1.793790e-01  3.070170e-02  1.350751e-01  2.325475e-01  9.141752e-01
6.950000e-01  1.805164e-01  3.169129e-02  1.282202e-01  2.275768e-01  9.289401e-01
7.100000e-01  1.806902e-01  3.270540e-02  1.235758e-01  2.240468e-01  9.434717e-01
7.250000e-01  1.802715e-01  3.365605e-02  1.200591e-01  2.213010e-01  9.634042e-01
7.400000e-01  1.793028e-01  3.465723e-02  1.169490e-01  2.188119e-01  9.948378e-01
7.550000e-01  1.775323e-01  3.549416e-02  1.145375e-01  2.168334e-01  1.032605e+00
7.700000e-01  1.745044e-01  3.646652e-02  1.120256e-01  2.149653e-01  1.059104e+00
7.850000e-01  1.709993e-01  3.693188e-02  1.081010e-01  2.121388e-01  1.128537e+00
8.000000e-01  1.671364e-01  3.723283e-02  1.037731e-01  2.085876e-01  1.262003e+00
8.150000e-01  1.633462e-01  3.744912e-02  1.048471e-01  2.095622e-01  1.386999e+00
8.300000e-01  1.595318e-01  3.726636e-02  9.930898e-02  2.046866e-01  1.535075e+00
8.450000e-01  1.562564e-01  3.654267e-02  9.203935e-02  1.982398e-01  1.720412e+00
8.600000e-01  1.535845e-01  3.581104e-02  8.612604e-02  1.927277e-01  1.891295e+00
8.750000e-01  1.512286e-01  3.510525e-02  8.053149e-02  1.871867e-01  2.060275e+00
8.900000e-01  1.491491e-01  3.434389e-02  7.466280e-02  1.809605e-01  2.199336e+00
9.050000e-01  1.479969e-01  3.396717e-02  6.819183e-02  1.735537e-01  2.524745e+00
9.200000e-01  1.475243e-01  3.347306e-02  6.273123e-02  1.670046e-01  2.874010e+00
9.350000e-01  1.472994e-01  3.300502e-02  6.277580e-02  1.668091e-01  3.349554e+00
9.500000e-01  1.471656e-01  3.251247e-02  6.174786e-02  1.639199e-01  3.750263e+00
9.650000e-01  1.460991e-01  3.207018e-02  6.492494e-02  1.670724e-01  4.094439e+00
9.800000e-01  1.451723e-01  3.159571e-02  6.419074e-02  1.663021e-01  4.409396e+00
9.950000e-01  1.454498e-01  3.120000e-02  6.296594e-02  1.640593e-01  4.863492e+00
1.010000e+00  1.460897e-01  3.091362e-02  6.048466e-02  1.606014e-01  5.399882e+00
1.025000e+00  1.459412e-01  3.044034e-02  5.906679e-02  1.579176e-01  5.934096e+00
1.040000e+00  1.452029e-01  3.023284e-02  6.748900e-02  1.654460e-01  6.408863e+00
1.055000e+00  1.445472e-01  2.983453e-02  6.791088e-02  1.659595e-01  6.796439e+00
1.070000e+00  1.437723e-01  3.016943e-02  8.659592e-02  1.864232e-01  7.317132e+00
1.085000e+00  1.436235e-01  3.015444e-02  8.705486e-02  1.877858e-01  7.967755e+00
