#  tau(fm)  <T>(GeV)  std(T)(GeV)  <mu_B>(GeV)  std(mu_B)(GeV)  V4 (fm^4)
4.800000e-01  6.945864e-04  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
4.950000e-01  2.001961e-01  3.627246e-02  7.367266e-02  1.670899e-01  1.382705e+00
5.100000e-01  2.271433e-01  4.270993e-02  8.732814e-02  1.840668e-01  1.599046e+00
5.250000e-01  2.260038e-01  4.139326e-02  8.864763e-02  1.839602e-01  1.658904e+00
5.400000e-01  2.232963e-01  4.151094e-02  8.702386e-02  1.822844e-01  1.693108e+00
5.550000e-01  2.193321e-01  4.326574e-02  8.485901e-02  1.801734e-01  1.762738e+00
5.700000e-01  2.131286e-01  4.616757e-02  8.032054e-02  1.758147e-01  2.056406e+00
5.850000e-01  2.053616e-01  4.831525e-02  7.295660e-02  1.685075e-01  2.677456e+00
6.000000e-01  1.975211e-01  4.864717e-02  6.502020e-02  1.588607e-01  3.542578e+00
6.150000e-01  1.908356e-01  4.743996e-02  5.610446e-02  1.479140e-01  4.647862e+00
6.300000e-01  1.859536e-01  4.535521e-02  4.716342e-02  1.363381e-01  5.802743e+00
6.450000e-01  1.827248e-01  4.310650e-02  4.013700e-02  1.257973e-01  7.206826e+00
6.600000e-01  1.809331e-01  4.113733e-02  3.397069e-02  1.159791e-01  8.750413e+00
6.750000e-01  1.801913e-01  3.960997e-02  2.886941e-02  1.070308e-01  1.032356e+01
6.900000e-01  1.798685e-01  3.853766e-02  2.476113e-02  9.922098e-02  1.213761e+01
7.050000e-01  1.800236e-01  3.763233e-02  2.125795e-02  9.209732e-02  1.414686e+01
7.200000e-01  1.805652e-01  3.701086e-02  1.837433e-02  8.573332e-02  1.623038e+01
7.350000e-01  1.811724e-01  3.639251e-02  1.666945e-02  8.082984e-02  1.816671e+01
7.500000e-01  1.817782e-01  3.590935e-02  1.510168e-02  7.671327e-02  2.017437e+01
7.650000e-01  1.820693e-01  3.591323e-02  2.689460e-02  1.119576e-01  2.229735e+01
7.800000e-01  1.827417e-01  3.560033e-02  2.635579e-02  1.122214e-01  2.446236e+01
7.950000e-01  1.835315e-01  3.537867e-02  2.834885e-02  1.121435e-01  2.674561e+01
8.100000e-01  1.842693e-01  3.526863e-02  2.856695e-02  1.134923e-01  2.877404e+01
8.250000e-01  1.845029e-01  3.523659e-02  4.658862e-02  1.438136e-01  3.083204e+01
8.400000e-01  1.852166e-01  3.522430e-02  5.018381e-02  1.512208e-01  3.299337e+01
8.550000e-01  1.857872e-01  3.518907e-02  4.740442e-02  1.467010e-01  3.517010e+01
8.700000e-01  1.860893e-01  3.501398e-02  4.525264e-02  1.428844e-01  3.743797e+01
8.850000e-01  1.863686e-01  3.481501e-02  4.389730e-02  1.401419e-01  3.978437e+01
9.000000e-01  1.866314e-01  3.462911e-02  4.598780e-02  1.409828e-01  4.218844e+01
9.150000e-01  1.868607e-01  3.449556e-02  4.706818e-02  1.421435e-01  4.453839e+01
9.300000e-01  1.871264e-01  3.432066e-02  4.588567e-02  1.395286e-01  4.687417e+01
9.450000e-01  1.875367e-01  3.412392e-02  4.955794e-02  1.404260e-01  4.934641e+01
9.600000e-01  1.878551e-01  3.396153e-02  5.396631e-02  1.475642e-01  5.153694e+01
9.750000e-01  1.877250e-01  3.392949e-02  7.042194e-02  1.657486e-01  5.392232e+01
9.900000e-01  1.877299e-01  3.371857e-02  7.373948e-02  1.703772e-01  5.629181e+01
1.005000e+00  1.879292e-01  3.348952e-02  7.171540e-02  1.672398e-01  5.871616e+01
1.020000e+00  1.881318e-01  3.332370e-02  7.028890e-02  1.643530e-01  6.110434e+01
1.035000e+00  1.882635e-01  3.315023e-02  6.861535e-02  1.615904e-01  6.344428e+01
1.050000e+00  1.883203e-01  3.301881e-02  6.893667e-02  1.612622e-01  6.571483e+01
1.065000e+00  1.882826e-01  3.282850e-02  7.610752e-02  1.685923e-01  6.810204e+01
1.080000e+00  1.883120e-01  3.264638e-02  7.838336e-02  1.711353e-01  7.028378e+01
1.095000e+00  1.885418e-01  3.245102e-02  8.065476e-02  1.718254e-01  7.232112e+01
1.110000e+00  1.887598e-01  3.231781e-02  8.005039e-02  1.718836e-01  7.453218e+01
1.125000e+00  1.887536e-01  3.210213e-02  7.812037e-02  1.694821e-01  7.678539e+01
1.140000e+00  1.887344e-01  3.190472e-02  8.169109e-02  1.706698e-01  7.921107e+01
