#  tau(fm)  <T>(GeV)  std(T)(GeV)  <mu_B>(GeV)  std(mu_B)(GeV)  V4 (fm^4)
4.800000e-01  6.945864e-04  1.098742e-09  0.000000e+00  0.000000e+00  0.000000e+00
4.950000e-01  2.140699e-01  4.329715e-02  9.733273e-02  1.886614e-01  1.261769e+00
5.100000e-01  2.549508e-01  5.176941e-02  1.162731e-01  2.026225e-01  1.669654e+00
5.250000e-01  2.622297e-01  5.462144e-02  1.124579e-01  1.940191e-01  2.095007e+00
5.400000e-01  2.459768e-01  6.260674e-02  9.808401e-02  1.856244e-01  3.795201e+00
5.550000e-01  2.252963e-01  6.229417e-02  7.770815e-02  1.708423e-01  7.832885e+00
5.700000e-01  2.158625e-01  5.591490e-02  5.790267e-02  1.524941e-01  1.296975e+01
5.850000e-01  2.147195e-01  5.161851e-02  4.278022e-02  1.328567e-01  1.896611e+01
6.000000e-01  2.169976e-01  4.965434e-02  4.366010e-02  1.291129e-01  2.496907e+01
6.150000e-01  2.203679e-01  4.893621e-02  4.217101e-02  1.292437e-01  3.075202e+01
6.300000e-01  2.239913e-01  4.870624e-02  3.634167e-02  1.196011e-01  3.608372e+01
6.450000e-01  2.274922e-01  4.866220e-02  3.589303e-02  1.160685e-01  4.113984e+01
6.600000e-01  2.308385e-01  4.872370e-02  3.455165e-02  1.135866e-01  4.577304e+01
6.750000e-01  2.339187e-01  4.873503e-02  3.273488e-02  1.073535e-01  5.005113e+01
6.900000e-01  2.364925e-01  4.864044e-02  3.115562e-02  1.027046e-01  5.393930e+01
7.050000e-01  2.386991e-01  4.846869e-02  2.899968e-02  9.795306e-02  5.760366e+01
7.200000e-01  2.406953e-01  4.823874e-02  2.711166e-02  9.391915e-02  6.124507e+01
7.350000e-01  2.423898e-01  4.796704e-02  2.779104e-02  9.395042e-02  6.442447e+01
7.500000e-01  2.438465e-01  4.763629e-02  2.761959e-02  9.467588e-02  6.749833e+01
7.650000e-01  2.450990e-01  4.736064e-02  2.995093e-02  1.002562e-01  7.036843e+01
7.800000e-01  2.462016e-01  4.705966e-02  3.020851e-02  1.015722e-01  7.302499e+01
7.950000e-01  2.472109e-01  4.669942e-02  3.541264e-02  1.068814e-01  7.576305e+01
8.100000e-01  2.480646e-01  4.634218e-02  3.837014e-02  1.150096e-01  7.840630e+01
8.250000e-01  2.487997e-01  4.600361e-02  4.173946e-02  1.176807e-01  8.075857e+01
8.400000e-01  2.494634e-01  4.568700e-02  4.355302e-02  1.218507e-01  8.323935e+01
8.550000e-01  2.500485e-01  4.535855e-02  4.227764e-02  1.196522e-01  8.562399e+01
8.700000e-01  2.505451e-01  4.500137e-02  4.114936e-02  1.176746e-01  8.788428e+01
8.850000e-01  2.509073e-01  4.461687e-02  4.119298e-02  1.177597e-01  9.036531e+01
9.000000e-01  2.512173e-01  4.425985e-02  4.277659e-02  1.187129e-01  9.271783e+01
9.150000e-01  2.514010e-01  4.396207e-02  4.664457e-02  1.239976e-01  9.524673e+01
9.300000e-01  2.515176e-01  4.362555e-02  4.758910e-02  1.260847e-01  9.783820e+01
9.450000e-01  2.516499e-01  4.326635e-02  5.041915e-02  1.275922e-01  1.003167e+02
9.600000e-01  2.516753e-01  4.287867e-02  5.473015e-02  1.330443e-01  1.027455e+02
9.750000e-01  2.515814e-01  4.254678e-02  6.024716e-02  1.385391e-01  1.049703e+02
9.900000e-01  2.514105e-01  4.220322e-02  6.254701e-02  1.418780e-01  1.072624e+02
1.005000e+00  2.512693e-01  4.183061e-02  6.339793e-02  1.412150e-01  1.094360e+02
1.020000e+00  2.511288e-01  4.147113e-02  6.604336e-02  1.423505e-01  1.115927e+02
1.035000e+00  2.509464e-01  4.112681e-02  6.706190e-02  1.432124e-01  1.136805e+02
1.050000e+00  2.507105e-01  4.080024e-02  6.938333e-02  1.459122e-01  1.158753e+02
1.065000e+00  2.504345e-01  4.044751e-02  7.057579e-02  1.474480e-01  1.182332e+02
1.080000e+00  2.501320e-01  4.007742e-02  7.353445e-02  1.487137e-01  1.203030e+02
1.095000e+00  2.498141e-01  3.971520e-02  7.665679e-02  1.516324e-01  1.224109e+02
1.110000e+00  2.494925e-01  3.936701e-02  7.721088e-02  1.522165e-01  1.245578e+02
1.125000e+00  2.491575e-01  3.903516e-02  7.631682e-02  1.508991e-01  1.266258e+02
1.140000e+00  2.488155e-01  3.869536e-02  8.014812e-02  1.515465e-01  1.287226e+02
1.155000e+00  2.484582e-01  3.835381e-02  8.572420e-02  1.562915e-01  1.309619e+02
1.170000e+00  2.481186e-01  3.800657e-02  8.703585e-02  1.579086e-01  1.330724e+02
1.185000e+00  2.477512e-01  3.766924e-02  9.231113e-02  1.610803e-01  1.352417e+02
1.200000e+00  2.473563e-01  3.732971e-02  9.664398e-02  1.660301e-01  1.373641e+02
1.215000e+00  2.469795e-01  3.702550e-02  9.815270e-02  1.666000e-01  1.394472e+02
1.230000e+00  2.465583e-01  3.675840e-02  1.004906e-01  1.678772e-01  1.416697e+02
1.245000e+00  2.461215e-01  3.647671e-02  1.042607e-01  1.701049e-01  1.438029e+02
1.260000e+00  2.457368e-01  3.619630e-02  1.073391e-01  1.741325e-01  1.461306e+02
1.275000e+00  2.453329e-01  3.592378e-02  1.103613e-01  1.750931e-01  1.482129e+02
1.290000e+00  2.448584e-01  3.562748e-02  1.138498e-01  1.769519e-01  1.502928e+02
1.305000e+00  2.443682e-01  3.533606e-02  1.146711e-01  1.775630e-01  1.524123e+02
1.320000e+00  2.438788e-01  3.503779e-02  1.139414e-01  1.762592e-01  1.545835e+02
1.335000e+00  2.433814e-01  3.478231e-02  1.141343e-01  1.756756e-01  1.566554e+02
1.350000e+00  2.428935e-01  3.454106e-02  1.154283e-01  1.753573e-01  1.587564e+02
1.365000e+00  2.424307e-01  3.429000e-02  1.159500e-01  1.756384e-01  1.607538e+02
1.380000e+00  2.419582e-01  3.403425e-02  1.182852e-01  1.765114e-01  1.628350e+02
1.395000e+00  2.414844e-01  3.377781e-02  1.221384e-01  1.784373e-01  1.650139e+02
1.410000e+00  2.410388e-01  3.351906e-02  1.274774e-01  1.803452e-01  1.672935e+02
1.425000e+00  2.405230e-01  3.329376e-02  1.334855e-01  1.837538e-01  1.694098e+02
1.440000e+00  2.400255e-01  3.307072e-02  1.361214e-01  1.847643e-01  1.716738e+02
1.455000e+00  2.395357e-01  3.281747e-02  1.371737e-01  1.844878e-01  1.737228e+02
1.470000e+00  2.389968e-01  3.257215e-02  1.369936e-01  1.838302e-01  1.758489e+02
1.485000e+00  2.384670e-01  3.232620e-02  1.378843e-01  1.830617e-01  1.779698e+02
1.500000e+00  2.379684e-01  3.209057e-02  1.421183e-01  1.848812e-01  1.800974e+02
1.515000e+00  2.374525e-01  3.186806e-02  1.448332e-01  1.872487e-01  1.823548e+02
1.530000e+00  2.369319e-01  3.164336e-02  1.463164e-01  1.873148e-01  1.845092e+02
1.545000e+00  2.364555e-01  3.142405e-02  1.468262e-01  1.874521e-01  1.866704e+02
1.560000e+00  2.359738e-01  3.120121e-02  1.476929e-01  1.863308e-01  1.888004e+02
1.575000e+00  2.354577e-01  3.096096e-02  1.498498e-01  1.879994e-01  1.909749e+02
1.590000e+00  2.349586e-01  3.073749e-02  1.500367e-01  1.879056e-01  1.932081e+02
1.605000e+00  2.344632e-01  3.054221e-02  1.507237e-01  1.868944e-01  1.954883e+02
1.620000e+00  2.339679e-01  3.036252e-02  1.520930e-01  1.867557e-01  1.977242e+02
1.635000e+00  2.334911e-01  3.016555e-02  1.520128e-01  1.862028e-01  1.998879e+02
1.650000e+00  2.330326e-01  2.996084e-02  1.512402e-01  1.851516e-01  2.021517e+02
1.665000e+00  2.325735e-01  2.977061e-02  1.518956e-01  1.839447e-01  2.043827e+02
1.680000e+00  2.320964e-01  2.958660e-02  1.534259e-01  1.843112e-01  2.066071e+02
1.695000e+00  2.316246e-01  2.940048e-02  1.558980e-01  1.851432e-01  2.087279e+02
1.710000e+00  2.311408e-01  2.919655e-02  1.601170e-01  1.874470e-01  2.109371e+02
1.725000e+00  2.306532e-01  2.900626e-02  1.616992e-01  1.885911e-01  2.131948e+02
1.740000e+00  2.301828e-01  2.883480e-02  1.620401e-01  1.872859e-01  2.153746e+02
1.755000e+00  2.297314e-01  2.867332e-02  1.652633e-01  1.871155e-01  2.177029e+02
1.770000e+00  2.292628e-01  2.851277e-02  1.667658e-01  1.878568e-01  2.200105e+02
1.785000e+00  2.287899e-01  2.834382e-02  1.660551e-01  1.868571e-01  2.222529e+02
1.800000e+00  2.283219e-01  2.822375e-02  1.672781e-01  1.864016e-01  2.245457e+02
1.815000e+00  2.278640e-01  2.809642e-02  1.679500e-01  1.866485e-01  2.268308e+02
1.830000e+00  2.274031e-01  2.793050e-02  1.679205e-01  1.857388e-01  2.289141e+02
1.845000e+00  2.268987e-01  2.776502e-02  1.704936e-01  1.859071e-01  2.311811e+02
1.860000e+00  2.264239e-01  2.760432e-02  1.717021e-01  1.864525e-01  2.333181e+02
1.875000e+00  2.259843e-01  2.746443e-02  1.717432e-01  1.853773e-01  2.355815e+02
1.890000e+00  2.255341e-01  2.732473e-02  1.716096e-01  1.847636e-01  2.378971e+02
1.905000e+00  2.250801e-01  2.718221e-02  1.708866e-01  1.838111e-01  2.401265e+02
1.920000e+00  2.246440e-01  2.704498e-02  1.708057e-01  1.835042e-01  2.422518e+02
1.935000e+00  2.242201e-01  2.692263e-02  1.726299e-01  1.824675e-01  2.446013e+02
1.950000e+00  2.237642e-01  2.680102e-02  1.744956e-01  1.831655e-01  2.468627e+02
1.965000e+00  2.233290e-01  2.667935e-02  1.743140e-01  1.827835e-01  2.489857e+02
1.980000e+00  2.229152e-01  2.657445e-02  1.744167e-01  1.817381e-01  2.513540e+02
1.995000e+00  2.224913e-01  2.647423e-02  1.743156e-01  1.812574e-01  2.536969e+02
2.010000e+00  2.220666e-01  2.637170e-02  1.748025e-01  1.815240e-01  2.558499e+02
2.025000e+00  2.216662e-01  2.627072e-02  1.757580e-01  1.817162e-01  2.582045e+02
2.040000e+00  2.212550e-01  2.615846e-02  1.760068e-01  1.815763e-01  2.603497e+02
