#  tau(fm)  epsilon_p(ideal)(cos)  epsilon_p(ideal)(sin)  epsilon_p(shear)(cos)  epsilon_p(shear)(sin)  epsilon_p(full)(cos)  epsilon_p(full)(sin)  epsilon_2p(ideal)(cos)  epsilon_2p(ideal)(sin)  epsilon_2p(shear)(cos)  epsilon_2p(shear)(sin)  epsilon_2p(full)(cos)  epsilon_2p(full)(sin)  epsilon_3p(ideal)(cos)  epsilon_3p(ideal)(sin)  epsilon_3p(shear)(cos)  epsilon_3p(shear)(sin)  epsilon_3p(full)(cos)  epsilon_3p(full)(sin)
1.560000e+00  1.768018e-02  -1.058595e-02  6.093195e-03  -3.069267e-03  5.944835e-03  -2.689622e-03  9.185132e-02  -3.171803e-02  8.869216e-02  -2.796163e-02  8.777578e-02  -2.661472e-02  -2.913237e-02  8.739154e-03  -2.951388e-02  8.125821e-03  -3.128251e-02  9.567626e-03
1.575000e+00  1.789515e-02  -1.071888e-02  6.263445e-03  -3.171188e-03  6.133507e-03  -2.800669e-03  9.401484e-02  -3.256469e-02  9.086842e-02  -2.889521e-02  9.001072e-02  -2.756790e-02  -2.864021e-02  8.940530e-03  -2.909792e-02  8.366690e-03  -3.085303e-02  9.780888e-03
1.590000e+00  1.813122e-02  -1.083297e-02  6.444257e-03  -3.266539e-03  6.331861e-03  -2.906508e-03  9.627344e-02  -3.347978e-02  9.314227e-02  -2.989945e-02  9.234217e-02  -2.859808e-02  -2.804841e-02  9.401379e-03  -2.858740e-02  8.872490e-03  -3.031511e-02  1.026617e-02
1.605000e+00  1.835846e-02  -1.091750e-02  6.614350e-03  -3.351640e-03  6.518906e-03  -3.003828e-03  9.851407e-02  -3.411737e-02  9.540030e-02  -3.062797e-02  9.465789e-02  -2.935537e-02  -2.749107e-02  9.901594e-03  -2.807712e-02  9.439068e-03  -2.976670e-02  1.080546e-02
1.620000e+00  1.858471e-02  -1.099356e-02  6.781918e-03  -3.441236e-03  6.703700e-03  -3.105603e-03  1.007729e-01  -3.470634e-02  9.768016e-02  -3.132607e-02  9.699582e-02  -3.008029e-02  -2.668943e-02  1.049570e-02  -2.731952e-02  1.008007e-02  -2.897188e-02  1.141865e-02
1.635000e+00  1.881285e-02  -1.107995e-02  6.948382e-03  -3.551761e-03  6.887890e-03  -3.229944e-03  1.030723e-01  -3.550509e-02  1.000010e-01  -3.225079e-02  9.937817e-02  -3.103874e-02  -2.561073e-02  1.111742e-02  -2.631375e-02  1.075013e-02  -2.792519e-02  1.207055e-02
1.650000e+00  1.905064e-02  -1.115885e-02  7.120790e-03  -3.662781e-03  7.079013e-03  -3.355206e-03  1.053895e-01  -3.630739e-02  1.023421e-01  -3.319210e-02  1.017831e-01  -3.201527e-02  -2.436667e-02  1.168700e-02  -2.515384e-02  1.137958e-02  -2.671509e-02  1.268752e-02
1.665000e+00  1.929583e-02  -1.121551e-02  7.294055e-03  -3.768748e-03  7.271540e-03  -3.475918e-03  1.077025e-01  -3.700617e-02  1.046899e-01  -3.403857e-02  1.041969e-01  -3.289811e-02  -2.336230e-02  1.235445e-02  -2.425670e-02  1.213129e-02  -2.577264e-02  1.343154e-02
1.680000e+00  1.955318e-02  -1.128975e-02  7.475055e-03  -3.902129e-03  7.472172e-03  -3.625719e-03  1.100325e-01  -3.786921e-02  1.070535e-01  -3.504763e-02  1.066243e-01  -3.394607e-02  -2.263824e-02  1.322156e-02  -2.365662e-02  1.310574e-02  -2.513662e-02  1.439737e-02
1.695000e+00  1.981019e-02  -1.136350e-02  7.651061e-03  -4.041143e-03  7.667928e-03  -3.781373e-03  1.123127e-01  -3.889128e-02  1.093635e-01  -3.622350e-02  1.089922e-01  -3.516216e-02  -2.218222e-02  1.400668e-02  -2.333543e-02  1.400856e-02  -2.479553e-02  1.528000e-02
1.710000e+00  2.003958e-02  -1.141079e-02  7.802923e-03  -4.168483e-03  7.838672e-03  -3.926308e-03  1.143495e-01  -3.978984e-02  1.114268e-01  -3.728761e-02  1.111105e-01  -3.627032e-02  -2.202354e-02  1.482066e-02  -2.330790e-02  1.494179e-02  -2.475580e-02  1.619015e-02
1.725000e+00  2.027328e-02  -1.143602e-02  7.960292e-03  -4.286554e-03  8.015363e-03  -4.061638e-03  1.163375e-01  -4.047949e-02  1.134487e-01  -3.815319e-02  1.131914e-01  -3.718088e-02  -2.179166e-02  1.575203e-02  -2.318859e-02  1.601102e-02  -2.461255e-02  1.724959e-02
1.740000e+00  2.050912e-02  -1.142505e-02  8.112201e-03  -4.383446e-03  8.186809e-03  -4.176302e-03  1.183841e-01  -4.105924e-02  1.155409e-01  -3.891210e-02  1.153492e-01  -3.798828e-02  -2.155479e-02  1.649472e-02  -2.306166e-02  1.689478e-02  -2.445400e-02  1.812811e-02
1.755000e+00  2.075441e-02  -1.141948e-02  8.273911e-03  -4.497881e-03  8.369598e-03  -4.310458e-03  1.205022e-01  -4.172015e-02  1.177104e-01  -3.974572e-02  1.175900e-01  -3.887189e-02  -2.140668e-02  1.735921e-02  -2.299640e-02  1.788375e-02  -2.436771e-02  1.911307e-02
1.770000e+00  2.100514e-02  -1.142376e-02  8.433945e-03  -4.620542e-03  8.549934e-03  -4.451914e-03  1.226184e-01  -4.235054e-02  1.198742e-01  -4.054240e-02  1.198213e-01  -3.971499e-02  -2.105949e-02  1.814398e-02  -2.270458e-02  1.877808e-02  -2.405572e-02  1.999810e-02
1.785000e+00  2.125001e-02  -1.140444e-02  8.595265e-03  -4.726892e-03  8.730915e-03  -4.576022e-03  1.246891e-01  -4.271787e-02  1.219972e-01  -4.107275e-02  1.220097e-01  -4.028850e-02  -2.062759e-02  1.880469e-02  -2.231811e-02  1.954006e-02  -2.364222e-02  2.074394e-02
1.800000e+00  2.149748e-02  -1.139053e-02  8.763484e-03  -4.844473e-03  8.918739e-03  -4.712139e-03  1.267887e-01  -4.321605e-02  1.241543e-01  -4.173128e-02  1.242316e-01  -4.099144e-02  -2.024756e-02  1.958706e-02  -2.198806e-02  2.040802e-02  -2.328591e-02  2.158678e-02
1.815000e+00  2.173845e-02  -1.136959e-02  8.932807e-03  -4.957092e-03  9.109480e-03  -4.843073e-03  1.289390e-01  -4.382093e-02  1.263763e-01  -4.250526e-02  1.265246e-01  -4.181287e-02  -2.004650e-02  2.059156e-02  -2.184600e-02  2.150141e-02  -2.312665e-02  2.265823e-02
1.830000e+00  2.197230e-02  -1.133887e-02  9.100487e-03  -5.066826e-03  9.299995e-03  -4.971277e-03  1.310721e-01  -4.446866e-02  1.285940e-01  -4.331996e-02  1.288234e-01  -4.267670e-02  -1.983828e-02  2.149757e-02  -2.171534e-02  2.249327e-02  -2.298963e-02  2.362189e-02
1.845000e+00  2.220346e-02  -1.129794e-02  9.273636e-03  -5.169070e-03  9.496545e-03  -5.092898e-03  1.330953e-01  -4.503747e-02  1.307022e-01  -4.404343e-02  1.310141e-01  -4.345153e-02  -1.952199e-02  2.192825e-02  -2.147246e-02  2.299489e-02  -2.274242e-02  2.407962e-02
1.860000e+00  2.245295e-02  -1.122102e-02  9.464602e-03  -5.241014e-03  9.709638e-03  -5.182350e-03  1.351751e-01  -4.531348e-02  1.328550e-01  -4.446648e-02  1.332367e-01  -4.392416e-02  -1.881646e-02  2.180264e-02  -2.082146e-02  2.294095e-02  -2.207577e-02  2.398713e-02
1.875000e+00  2.269946e-02  -1.115169e-02  9.656302e-03  -5.325191e-03  9.923428e-03  -5.285959e-03  1.372878e-01  -4.568548e-02  1.350420e-01  -4.497947e-02  1.354912e-01  -4.448910e-02  -1.771660e-02  2.155982e-02  -1.978585e-02  2.276087e-02  -2.101835e-02  2.376940e-02
1.890000e+00  2.293973e-02  -1.107914e-02  9.851685e-03  -5.404664e-03  1.014312e-02  -5.385019e-03  1.393987e-01  -4.609661e-02  1.372272e-01  -4.551609e-02  1.377471e-01  -4.507814e-02  -1.643758e-02  2.130273e-02  -1.858898e-02  2.251639e-02  -1.980330e-02  2.348064e-02
1.905000e+00  2.317058e-02  -1.101579e-02  1.003249e-02  -5.493004e-03  1.034740e-02  -5.493352e-03  1.414849e-01  -4.654802e-02  1.393691e-01  -4.608621e-02  1.399590e-01  -4.569867e-02  -1.494723e-02  2.104611e-02  -1.713665e-02  2.223353e-02  -1.832112e-02  2.314884e-02
1.920000e+00  2.340090e-02  -1.095660e-02  1.022119e-02  -5.577488e-03  1.056021e-02  -5.598308e-03  1.435173e-01  -4.708704e-02  1.414605e-01  -4.674414e-02  1.421194e-01  -4.641314e-02  -1.321920e-02  2.091598e-02  -1.542220e-02  2.206842e-02  -1.656862e-02  2.293401e-02
1.935000e+00  2.363570e-02  -1.088775e-02  1.041660e-02  -5.651251e-03  1.077910e-02  -5.691632e-03  1.454562e-01  -4.759268e-02  1.434603e-01  -4.735072e-02  1.441842e-01  -4.707431e-02  -1.099256e-02  2.084943e-02  -1.318471e-02  2.194848e-02  -1.428774e-02  2.276924e-02
1.950000e+00  2.387297e-02  -1.082847e-02  1.061689e-02  -5.730161e-03  1.100215e-02  -5.789804e-03  1.473557e-01  -4.814124e-02  1.454168e-01  -4.797660e-02  1.461985e-01  -4.774987e-02  -8.559030e-03  2.082651e-02  -1.074781e-02  2.186563e-02  -1.180637e-02  2.264865e-02
1.965000e+00  2.410346e-02  -1.077117e-02  1.081453e-02  -5.801696e-03  1.122253e-02  -5.879405e-03  1.491192e-01  -4.865297e-02  1.472252e-01  -4.855441e-02  1.480614e-01  -4.837354e-02  -6.027573e-03  2.094291e-02  -8.202848e-03  2.191975e-02  -9.202072e-03  2.266704e-02
1.980000e+00  2.432396e-02  -1.071282e-02  1.100644e-02  -5.867709e-03  1.143693e-02  -5.963487e-03  1.506143e-01  -4.925072e-02  1.487530e-01  -4.920803e-02  1.496384e-01  -4.907364e-02  -3.404604e-03  2.104017e-02  -5.524276e-03  2.195792e-02  -6.456761e-03  2.266896e-02
1.995000e+00  2.454282e-02  -1.065791e-02  1.119777e-02  -5.931311e-03  1.165057e-02  -6.045786e-03  1.520611e-01  -4.998219e-02  1.502245e-01  -4.997889e-02  1.511546e-01  -4.989632e-02  -7.593313e-04  2.134675e-02  -2.797903e-03  2.221538e-02  -3.666608e-03  2.289166e-02
2.010000e+00  2.474617e-02  -1.061491e-02  1.137855e-02  -6.001220e-03  1.185362e-02  -6.134443e-03  1.534201e-01  -5.071355e-02  1.516050e-01  -5.074325e-02  1.525805e-01  -5.071028e-02  1.961296e-03  2.220486e-02  -3.454878e-07  2.302929e-02  -8.014141e-04  2.367853e-02
2.025000e+00  2.495566e-02  -1.058739e-02  1.156951e-02  -6.075484e-03  1.206739e-02  -6.227341e-03  1.545931e-01  -5.159496e-02  1.527876e-01  -5.165553e-02  1.538025e-01  -5.167112e-02  4.630015e-03  2.330697e-02  2.730545e-03  2.409176e-02  1.996399e-03  2.472008e-02
2.040000e+00  2.518044e-02  -1.055111e-02  1.177395e-02  -6.136308e-03  1.229563e-02  -6.306939e-03  1.556666e-01  -5.243616e-02  1.538540e-01  -5.253356e-02  1.549053e-01  -5.260183e-02  7.448012e-03  2.454909e-02  5.596808e-03  2.529059e-02  4.922598e-03  2.589588e-02
2.055000e+00  2.539519e-02  -1.052081e-02  1.197271e-02  -6.198505e-03  1.251726e-02  -6.386860e-03  1.565839e-01  -5.317497e-02  1.547525e-01  -5.330921e-02  1.558355e-01  -5.342369e-02  1.036341e-02  2.592535e-02  8.561986e-03  2.663785e-02  7.950291e-03  2.722011e-02
2.070000e+00  2.560380e-02  -1.050931e-02  1.217291e-02  -6.270218e-03  1.274038e-02  -6.476139e-03  1.573536e-01  -5.403814e-02  1.554973e-01  -5.419775e-02  1.566083e-01  -5.435388e-02  1.315523e-02  2.735443e-02  1.140168e-02  2.803923e-02  1.085575e-02  2.859723e-02
2.085000e+00  2.581893e-02  -1.049583e-02  1.238242e-02  -6.332429e-03  1.297330e-02  -6.555164e-03  1.579432e-01  -5.487602e-02  1.560530e-01  -5.505918e-02  1.571883e-01  -5.525611e-02  1.591435e-02  2.894052e-02  1.420409e-02  2.959086e-02  1.372315e-02  3.012594e-02
2.100000e+00  2.602325e-02  -1.048509e-02  1.258294e-02  -6.390914e-03  1.319577e-02  -6.630045e-03  1.582552e-01  -5.565307e-02  1.563161e-01  -5.586226e-02  1.574680e-01  -5.609848e-02  1.877443e-02  3.061189e-02  1.710625e-02  3.123861e-02  1.669084e-02  3.175329e-02
2.115000e+00  2.623579e-02  -1.049055e-02  1.279388e-02  -6.456131e-03  1.342960e-02  -6.712248e-03  1.584286e-01  -5.649445e-02  1.564391e-01  -5.672652e-02  1.576086e-01  -5.699735e-02  2.153369e-02  3.214498e-02  1.989868e-02  3.272793e-02  1.954812e-02  3.322068e-02
2.130000e+00  2.645599e-02  -1.051222e-02  1.300834e-02  -6.526804e-03  1.366675e-02  -6.800106e-03  1.585076e-01  -5.735927e-02  1.564671e-01  -5.761411e-02  1.576509e-01  -5.791744e-02  2.419992e-02  3.364458e-02  2.259108e-02  3.416763e-02  2.230036e-02  3.464082e-02
2.145000e+00  2.666602e-02  -1.055156e-02  1.321543e-02  -6.602691e-03  1.389586e-02  -6.893693e-03  1.584306e-01  -5.832801e-02  1.563291e-01  -5.860437e-02  1.575189e-01  -5.894619e-02  2.700529e-02  3.496436e-02  2.541733e-02  3.545804e-02  2.518678e-02  3.591755e-02
2.160000e+00  2.688106e-02  -1.059116e-02  1.343022e-02  -6.667083e-03  1.413366e-02  -6.974353e-03  1.582433e-01  -5.921796e-02  1.560867e-01  -5.951279e-02  1.572786e-01  -5.989278e-02  2.990433e-02  3.616627e-02  2.833554e-02  3.662684e-02  2.816781e-02  3.707299e-02
2.175000e+00  2.709067e-02  -1.063787e-02  1.363389e-02  -6.736052e-03  1.435990e-02  -7.059853e-03  1.580086e-01  -5.997425e-02  1.557973e-01  -6.029963e-02  1.569916e-01  -6.071269e-02  3.247786e-02  3.735762e-02  3.093442e-02  3.778584e-02  3.082376e-02  3.821583e-02
2.190000e+00  2.728311e-02  -1.067541e-02  1.382525e-02  -6.786921e-03  1.457216e-02  -7.125386e-03  1.576116e-01  -6.079674e-02  1.553467e-01  -6.114181e-02  1.565385e-01  -6.158645e-02  3.484134e-02  3.843024e-02  3.333417e-02  3.882986e-02  3.328028e-02  3.924524e-02
2.205000e+00  2.748263e-02  -1.072050e-02  1.402847e-02  -6.839132e-03  1.479657e-02  -7.192590e-03  1.571128e-01  -6.155374e-02  1.547902e-01  -6.191450e-02  1.559726e-01  -6.239022e-02  3.698403e-02  3.942858e-02  3.550234e-02  3.980508e-02  3.550108e-02  4.021169e-02
2.220000e+00  2.770108e-02  -1.078826e-02  1.424742e-02  -6.903561e-03  1.503705e-02  -7.271810e-03  1.567048e-01  -6.227252e-02  1.543230e-01  -6.264719e-02  1.554928e-01  -6.314754e-02  3.907671e-02  4.043936e-02  3.761641e-02  4.080821e-02  3.766772e-02  4.120971e-02
2.235000e+00  2.791356e-02  -1.087270e-02  1.446021e-02  -6.974783e-03  1.527043e-02  -7.359535e-03  1.562085e-01  -6.302894e-02  1.537711e-01  -6.341491e-02  1.549242e-01  -6.394301e-02  4.088146e-02  4.134708e-02  3.945647e-02  4.170581e-02  3.955316e-02  4.210458e-02
2.250000e+00  2.811777e-02  -1.095081e-02  1.466870e-02  -7.031711e-03  1.549990e-02  -7.431634e-03  1.556121e-01  -6.369797e-02  1.531249e-01  -6.409527e-02  1.542617e-01  -6.465092e-02  4.218287e-02  4.217761e-02  4.079932e-02  4.252291e-02  4.093492e-02  4.291612e-02
2.265000e+00  2.833383e-02  -1.102312e-02  1.488842e-02  -7.079570e-03  1.573990e-02  -7.493133e-03  1.550616e-01  -6.422014e-02  1.525272e-01  -6.462128e-02  1.536436e-01  -6.519873e-02  4.327625e-02  4.311560e-02  4.195597e-02  4.347784e-02  4.212958e-02  4.387759e-02
2.280000e+00  2.854293e-02  -1.111738e-02  1.509905e-02  -7.144453e-03  1.596982e-02  -7.572748e-03  1.544665e-01  -6.467441e-02  1.518862e-01  -6.507709e-02  1.529794e-01  -6.567264e-02  4.439780e-02  4.403713e-02  4.313617e-02  4.443724e-02  4.334534e-02  4.484739e-02
2.295000e+00  2.872989e-02  -1.123578e-02  1.529103e-02  -7.219016e-03  1.618065e-02  -7.662388e-03  1.538993e-01  -6.528397e-02  1.512807e-01  -6.569266e-02  1.523525e-01  -6.630712e-02  4.575028e-02  4.481856e-02  4.454768e-02  4.524054e-02  4.479679e-02  4.564843e-02
2.310000e+00  2.892405e-02  -1.135786e-02  1.548777e-02  -7.291777e-03  1.639779e-02  -7.750757e-03  1.534538e-01  -6.597134e-02  1.508042e-01  -6.638427e-02  1.518610e-01  -6.702155e-02  4.713348e-02  4.556594e-02  4.598713e-02  4.600861e-02  4.627527e-02  4.641744e-02
2.325000e+00  2.912065e-02  -1.147621e-02  1.568292e-02  -7.357188e-03  1.661297e-02  -7.830636e-03  1.530297e-01  -6.665342e-02  1.503516e-01  -6.707017e-02  1.513928e-01  -6.772865e-02  4.842472e-02  4.624897e-02  4.732702e-02  4.672222e-02  4.765910e-02  4.713751e-02
2.340000e+00  2.932815e-02  -1.160198e-02  1.588447e-02  -7.425193e-03  1.683512e-02  -7.913535e-03  1.526637e-01  -6.733216e-02  1.499625e-01  -6.775137e-02  1.509900e-01  -6.843197e-02  4.960106e-02  4.686298e-02  4.856060e-02  4.738259e-02  4.893601e-02  4.780215e-02
2.355000e+00  2.954092e-02  -1.174539e-02  1.608615e-02  -7.503346e-03  1.705632e-02  -8.007340e-03  1.522974e-01  -6.805280e-02  1.495793e-01  -6.847159e-02  1.505900e-01  -6.917526e-02  5.067448e-02  4.766480e-02  4.969417e-02  4.823708e-02  5.010910e-02  4.866349e-02
2.370000e+00  2.974467e-02  -1.189702e-02  1.627978e-02  -7.582645e-03  1.726826e-02  -8.101855e-03  1.519181e-01  -6.882488e-02  1.491867e-01  -6.924213e-02  1.501788e-01  -6.996885e-02  5.189317e-02  4.853447e-02  5.096663e-02  4.916569e-02  5.142595e-02  4.960508e-02
2.385000e+00  2.994773e-02  -1.205994e-02  1.647192e-02  -7.669011e-03  1.747765e-02  -8.203005e-03  1.517189e-01  -6.956365e-02  1.489756e-01  -6.998085e-02  1.499492e-01  -7.072693e-02  5.319337e-02  4.925645e-02  5.232488e-02  4.995798e-02  5.283119e-02  5.040481e-02
2.400000e+00  3.015198e-02  -1.222912e-02  1.666410e-02  -7.756149e-03  1.768792e-02  -8.303058e-03  1.516299e-01  -7.031301e-02  1.488781e-01  -7.072747e-02  1.498392e-01  -7.148718e-02  5.446166e-02  4.986263e-02  5.364941e-02  5.062605e-02  5.419732e-02  5.107586e-02
2.415000e+00  3.035937e-02  -1.238230e-02  1.685977e-02  -7.828787e-03  1.790300e-02  -8.389679e-03  1.515430e-01  -7.103231e-02  1.487915e-01  -7.144620e-02  1.497438e-01  -7.222687e-02  5.576472e-02  5.048111e-02  5.500497e-02  5.130270e-02  5.559587e-02  5.176089e-02
2.430000e+00  3.057743e-02  -1.253920e-02  1.706131e-02  -7.905600e-03  1.812453e-02  -8.481298e-03  1.515588e-01  -7.179654e-02  1.488104e-01  -7.221497e-02  1.497553e-01  -7.301926e-02  5.698935e-02  5.099287e-02  5.627021e-02  5.186960e-02  5.690257e-02  5.233789e-02
2.445000e+00  3.079505e-02  -1.270295e-02  1.725956e-02  -7.983528e-03  1.834287e-02  -8.573744e-03  1.515925e-01  -7.270065e-02  1.488429e-01  -7.312188e-02  1.497809e-01  -7.395048e-02  5.817856e-02  5.136393e-02  5.750669e-02  5.229398e-02  5.817866e-02  5.277267e-02
2.460000e+00  3.100607e-02  -1.286567e-02  1.745147e-02  -8.061308e-03  1.855398e-02  -8.666814e-03  1.516746e-01  -7.362516e-02  1.489239e-01  -7.405216e-02  1.498539e-01  -7.490757e-02  5.936337e-02  5.188941e-02  5.875529e-02  5.287433e-02  5.946724e-02  5.336760e-02
2.475000e+00  3.121849e-02  -1.304043e-02  1.764429e-02  -8.148814e-03  1.876622e-02  -8.770786e-03  1.518012e-01  -7.452296e-02  1.490584e-01  -7.495284e-02  1.499823e-01  -7.583471e-02  6.087289e-02  5.232776e-02  6.034223e-02  5.337186e-02  6.110259e-02  5.387810e-02
2.490000e+00  3.143380e-02  -1.322005e-02  1.783880e-02  -8.238332e-03  1.897988e-02  -8.876767e-03  1.519108e-01  -7.536111e-02  1.491788e-01  -7.579289e-02  1.500950e-01  -7.670005e-02  6.246109e-02  5.272362e-02  6.200764e-02  5.383560e-02  6.281788e-02  5.435615e-02
2.505000e+00  3.164419e-02  -1.339933e-02  1.802804e-02  -8.326575e-03  1.918793e-02  -8.980945e-03  1.520354e-01  -7.625465e-02  1.493120e-01  -7.669255e-02  1.502199e-01  -7.762425e-02  6.391861e-02  5.316841e-02  6.354261e-02  5.434996e-02  6.439683e-02  5.488705e-02
2.520000e+00  3.184923e-02  -1.358128e-02  1.821404e-02  -8.416413e-03  1.939288e-02  -9.087241e-03  1.521867e-01  -7.717385e-02  1.494716e-01  -7.761873e-02  1.503720e-01  -7.857610e-02  6.556383e-02  5.366089e-02  6.526180e-02  5.491299e-02  6.616157e-02  5.546834e-02
2.535000e+00  3.205146e-02  -1.376789e-02  1.839797e-02  -8.509751e-03  1.959569e-02  -9.196894e-03  1.522928e-01  -7.809727e-02  1.495889e-01  -7.854954e-02  1.504825e-01  -7.953288e-02  6.715307e-02  5.435279e-02  6.692414e-02  5.568266e-02  6.787149e-02  5.625753e-02
2.550000e+00  3.225394e-02  -1.396493e-02  1.858308e-02  -8.610373e-03  1.979937e-02  -9.313788e-03  1.523735e-01  -7.906474e-02  1.496862e-01  -7.952113e-02  1.505714e-01  -8.052875e-02  6.871168e-02  5.506193e-02  6.856246e-02  5.646654e-02  6.955454e-02  5.706277e-02
2.565000e+00  3.246893e-02  -1.416008e-02  1.877931e-02  -8.708400e-03  2.001554e-02  -9.427562e-03  1.525292e-01  -7.998405e-02  1.498586e-01  -8.044131e-02  1.507371e-01  -8.147098e-02  7.036686e-02  5.551143e-02  7.029809e-02  5.697727e-02  7.133258e-02  5.759497e-02
2.580000e+00  3.268356e-02  -1.436217e-02  1.897139e-02  -8.812668e-03  2.022718e-02  -9.546697e-03  1.526715e-01  -8.084401e-02  1.500181e-01  -8.130569e-02  1.508897e-01  -8.235553e-02  7.177048e-02  5.574701e-02  7.177626e-02  5.727810e-02  7.284972e-02  5.791381e-02
2.595000e+00  3.288929e-02  -1.456977e-02  1.915828e-02  -8.918906e-03  2.043557e-02  -9.666696e-03  1.528084e-01  -8.168171e-02  1.501749e-01  -8.214612e-02  1.510450e-01  -8.321273e-02  7.301606e-02  5.608295e-02  7.309494e-02  5.768372e-02  7.420138e-02  5.833992e-02
2.610000e+00  3.309097e-02  -1.476718e-02  1.934319e-02  -9.017489e-03  2.064184e-02  -9.778594e-03  1.529736e-01  -8.253336e-02  1.503590e-01  -8.299897e-02  1.512270e-01  -8.408064e-02  7.434133e-02  5.654922e-02  7.448705e-02  5.821780e-02  7.562108e-02  5.889696e-02
2.625000e+00  3.329474e-02  -1.497198e-02  1.953309e-02  -9.126903e-03  2.085375e-02  -9.904689e-03  1.531716e-01  -8.344459e-02  1.505810e-01  -8.391553e-02  1.514474e-01  -8.501905e-02  7.570127e-02  5.708370e-02  7.589678e-02  5.883318e-02  7.706200e-02  5.953839e-02
2.640000e+00  3.350242e-02  -1.518173e-02  1.972592e-02  -9.241672e-03  2.106834e-02  -1.003772e-02  1.532690e-01  -8.432426e-02  1.507038e-01  -8.479643e-02  1.515642e-01  -8.592206e-02  7.695551e-02  5.756506e-02  7.718914e-02  5.939687e-02  7.838338e-02  6.012802e-02
2.655000e+00  3.370786e-02  -1.538782e-02  1.991631e-02  -9.355050e-03  2.128010e-02  -1.016953e-02  1.533128e-01  -8.516739e-02  1.507712e-01  -8.563732e-02  1.516235e-01  -8.678392e-02  7.822567e-02  5.793829e-02  7.849607e-02  5.984347e-02  7.971907e-02  6.059754e-02
2.670000e+00  3.391412e-02  -1.559141e-02  2.010694e-02  -9.467474e-03  2.149235e-02  -1.030041e-02  1.533847e-01  -8.602664e-02  1.508680e-01  -8.649457e-02  1.517128e-01  -8.766327e-02  7.967285e-02  5.832652e-02  7.997659e-02  6.030248e-02  8.123221e-02  6.107947e-02
2.685000e+00  3.412381e-02  -1.579227e-02  2.029995e-02  -9.577785e-03  2.170744e-02  -1.042890e-02  1.534172e-01  -8.684536e-02  1.509270e-01  -8.730888e-02  1.517641e-01  -8.849843e-02  8.110514e-02  5.873520e-02  8.144977e-02  6.078598e-02  8.273721e-02  6.158630e-02
2.700000e+00  3.433291e-02  -1.598883e-02  2.049034e-02  -9.684983e-03  2.191996e-02  -1.055394e-02  1.534639e-01  -8.760189e-02  1.510011e-01  -8.806161e-02  1.518316e-01  -8.927100e-02  8.251689e-02  5.929851e-02  8.289202e-02  6.142111e-02  8.420873e-02  6.224772e-02
2.715000e+00  3.454487e-02  -1.618505e-02  2.068277e-02  -9.792086e-03  2.213522e-02  -1.067862e-02  1.535183e-01  -8.831929e-02  1.510850e-01  -8.877441e-02  1.519098e-01  -9.000216e-02  8.401279e-02  5.977277e-02  8.440359e-02  6.195287e-02  8.574990e-02  6.280333e-02
2.730000e+00  3.475744e-02  -1.638371e-02  2.087353e-02  -9.902231e-03  2.234910e-02  -1.080693e-02  1.534909e-01  -8.907020e-02  1.510869e-01  -8.951716e-02  1.519055e-01  -9.076268e-02  8.563539e-02  6.004400e-02  8.603675e-02  6.228470e-02  8.741230e-02  6.315788e-02
2.745000e+00  3.496079e-02  -1.658568e-02  2.105558e-02  -1.001647e-02  2.255356e-02  -1.093983e-02  1.533976e-01  -8.981214e-02  1.510202e-01  -9.024932e-02  1.518313e-01  -9.151244e-02  8.727589e-02  6.031512e-02  8.768964e-02  6.261896e-02  8.909688e-02  6.351662e-02
2.760000e+00  3.516156e-02  -1.678924e-02  2.123579e-02  -1.013284e-02  2.275671e-02  -1.107512e-02  1.533056e-01  -9.048880e-02  1.509526e-01  -9.091543e-02  1.517541e-01  -9.219541e-02  8.888320e-02  6.068521e-02  8.930942e-02  6.304797e-02  9.074911e-02  6.396331e-02
2.775000e+00  3.536526e-02  -1.699024e-02  2.141823e-02  -1.024773e-02  2.296493e-02  -1.120941e-02  1.531953e-01  -9.112228e-02  1.508650e-01  -9.153745e-02  1.516625e-01  -9.283504e-02  9.057345e-02  6.106775e-02  9.101021e-02  6.348529e-02  9.248513e-02  6.442075e-02
2.790000e+00  3.556617e-02  -1.719721e-02  2.159657e-02  -1.036940e-02  2.316665e-02  -1.135058e-02  1.530057e-01  -9.173726e-02  1.506964e-01  -9.214105e-02  1.514859e-01  -9.345430e-02  9.229555e-02  6.128040e-02  9.274718e-02  6.375243e-02  9.425779e-02  6.471074e-02
2.805000e+00  3.576973e-02  -1.741357e-02  2.177668e-02  -1.049929e-02  2.336889e-02  -1.150043e-02  1.527938e-01  -9.232730e-02  1.505044e-01  -9.271862e-02  1.512820e-01  -9.404536e-02  9.397744e-02  6.152502e-02  9.444611e-02  6.405005e-02  9.599035e-02  6.502949e-02
2.820000e+00  3.597859e-02  -1.763333e-02  2.195963e-02  -1.063208e-02  2.357368e-02  -1.165315e-02  1.525584e-01  -9.289673e-02  1.502879e-01  -9.327453e-02  1.510515e-01  -9.461308e-02  9.567071e-02  6.169921e-02  9.615629e-02  6.427640e-02  9.773318e-02  6.527395e-02
2.835000e+00  3.619488e-02  -1.784910e-02  2.214777e-02  -1.076073e-02  2.378397e-02  -1.180123e-02  1.523405e-01  -9.346404e-02  1.500851e-01  -9.383211e-02  1.508327e-01  -9.518275e-02  9.734911e-02  6.190036e-02  9.785844e-02  6.453186e-02  9.946886e-02  6.554642e-02
